"concept","topic","topic_prefix","label_de","label"
"pkv09","T0504020000000000","tin","Heil-, Hilfsmittel abgedeckt durch priv. Zusatzv.","Corrective Devices Covered by private insurance"
"pkv08","T0504020000000000","tin","Zahnersatz abgedeckt durch priv. Zusatzv.","Dentures Covered by private insurance"
"pkv07","T0504020000000000","tin","Krankenhausbehandl. abgedeckt durch priv. Zusatzv.","Hospital Stay Covered by private insurance"
"pkv06","T0504020000000000","tin","kenne monatl. Beitrag priv. Zusatzvers. nicht","nonresponse Amt. Addtnl. Private Insurance per month"
"pkv05","T0504020000000000","tin","monatl. Beitrag fuer priv. Zusatzkrankenvers.","Amt. Addtnl. Private Insurance per month"
"pkv04","T0504020000000000","tin","Private Zusatzkrankenversicherung haben","Adittional Private Insurance"
"pkv03","T0504010000000000","ist","Versichertenstatus","insurence status"
"pkv02","T0504020000000000","tin","Name der gesetzlichen Krankenversicherung","Health Insurance Provider"
"pkv01","T0504010000000000","ist","Art der Krankenversicherung","Type Of Health Insurance"
"pkurz","T0202010000000000","esc","Kurzarbeit im letzten Monat","short-time work last month"
"pktka","T0504020000000000","tin","GKV Wahltarif, Gesamt KA","CHI - alternative tariff, total"
"pkt09","T0504020000000000","tin","GKV Wahltarif, Sonstiger Tarif","CHI - alternative tariff, other tariff"
"pkt08","T0504020000000000","tin","GKV Wahltarif, Arzneimitteltarif","CHI - alternative tariff, medicine tariff"
"pkt07","T0504020000000000","tin","GKV Wahltarif, Chronikerprogramm","CHI - alternative tariff, program for multimorbid patients"
"pkt06","T0504020000000000","tin","GKV Wahltarif, integrierte Versorgung","CHI - alternative tariff, integrated care"
"pkt05","T0504020000000000","tin","GKV Wahltarif, Hausarzttarif","CHI - alternative tariff, family doctor tariff"
"pkt04","T0504020000000000","tin","GKV Wahltarif, Kostenerstattungstarif","CHI - alternative tariff, refund tariff"
"pkt03","T0504020000000000","tin","GKV Wahltarif, Selbsbehalttarif","CHI - alternative tariff, deductible tariff"
"pkt02","T0504020000000000","tin","GKV Wahltarif, Bonusprogramm","CHI - alternative tariff, bonusprogram"
"pkt01","T0504020000000000","tin","GKV Normal- oder Wahltarif","Compulsory Health Insurance - normal or alternative tariff"
"pkrno","T0501020000000000","idd","Keine Krankheit festgestellt","No Illness"
"pkr9","T0501020000000000","idd","Herzkrankheit","Cardiopathy"
"pkr8","T0501020000000000","idd","Asthma","Asthma"
"pkr7","T0501020000000000","idd","Diabetes","Diabetes"
"pkr6","T0501050000000000","wdi","Anzahl Tage wegen Krankheit nicht gearbeitet","Number Of Days Off Work Sick 2009"
"pkr5","T0501050000000000","wdi","Wegen Krankheit im Vorjahr nicht gearbeitet","No Days Off Work Sick 2009"
"pkr4","T0501050000000000","wdi","Krankgemeldet ueb. 6 Wo. 97","Out Sick More Than Six Wks. Prev. Yr"
"pkr3","T0502010000000000","hsp","Krankenhausaufenthalt Vorjahr Anzahl","Number Of Hospital Stays 2007"
"pkr25","T0501020000000000","idd","Chronische Rueckenbeschwerden","Chronic Back Complaints"
"pkr24","T0501020000000000","idd","Gelenkerkrankungen (auch Arthrose, Rheuma)","Joint Disorder (also: Arthrosis, Rheumatism)"
"pkr23","T0501020000000000","idd","Schlafstoerung","Sleep Disturbances"
"pkr22","T0501050000000000","wdi","keine Fehltage aus persoenlichen Gruenden","no days absent because of personal reasons"
"pkr21","T0501050000000000","wdi","Anzahl Tage aus anderen Gruenden nicht gearbeitet","number of days off work due to other reasons"
"pkr20","T0501050000000000","wdi","Aus anderen Gruenden nicht gearbeitet","days off work due to other reasons"
"pkr2","T0502010000000000","hsp","Naechte im Krankenhaus Vorjahr insgesamt","number of nights in hospital 2009"
"pkr19","T0501050000000000","wdi","Anzahl Tage wegen Krankh. Kind nicht gearbeitet","number of days off work child sick"
"pkr18","T0501050000000000","wdi","Wegen Krankheit des Kindes nicht gearbeitet","no days off work child sick"
"pkr17","T0501030000000000","sft","Chron. Beschwerden/Krankheiten seit 1 Jahr","chronically ill till 1 year"
"pkr16","T0501020000000000","idd","Sonstige Krankheit","Other Illness"
"pkr15","T0501020000000000","idd","Demenzerkrankung","Dementia"
"pkr14","T0501020000000000","idd","Depressive Erkrankung","Depressive Psychosis"
"pkr13","T0501020000000000","idd","Bluthochdruck","High Blood Presure"
"pkr12","T0501020000000000","idd","Migraene","Megrim"
"pkr11","T0501020000000000","idd","Schlaganfall","Apoplectic Stroke"
"pkr10","T0501020000000000","idd","Krebserkrankung","Cancer"
"pkr1","T0502010000000000","hsp","Krankenhausaufenthalte Vorjahr einmal/mehr- 1 Nacht","hospital stay oner or more nights - 2009"
"pkkw1","T0504020000000000","tin","KV-Wechsel wenn Zuschlag/Rueckerstattg. 8Eur/Monat","Change Of Health Insurance Provider Because Of Extra Pay 8 Euros"
"pkkw","T0504030000000000","chi","Kassenwechsel in Vorjahr","Changed Health Insurance Provider In 2008"
"pkilo","T0501010000000000","hco","Koerpergewicht in kg","Weight"
"pkal13","T0202020300000000","stw","Kurzarbeit, Jan-Dez Vorjahr","short-time work Jan-Dec Prev. Year"
"pkal12","T0202021100000000","min","Mini-Job, Jan-Dez Vorjahr","Mini-Job Jan-Dec Prev. Yr"
"pkal11","T0202021200000000","oth","Sonstiges, Jan-Dez Vorjahr","Other Jan-Dec Prev. Yr"
"pkal10","T0202020900000000","hom","Hausfrau,-mann,Jan-Dez Vorjahr","Housewife,Househusband Jan-Dec Prev. Yr"
"pkal09a","T0202020800000000","mcv","Wehrdienst, Zivildienst, soziales Jahr; Vorjahr","Military,Community Srvce, Voluntary Social"
"pkal09","T0202020800000000","mcv","Wehrdienst, Zivildienst, soziales Jahr; Jan.-Dez. Vorjahr","Military,Comm Srvce Jan-Dec Prv. Yr"
"pkal08","T0202021300000000","scp","Schule etc.,Jan-Dez Vorjahr","In School,College Jan-Dec Prev. Yr"
"pkal07","T0202020700000000","onl","Mutterschutz etc.,Jan-Dez Vorjahr","Maternity Leave Jan-Dec Prev. Yr"
"pkal06","T0202020600000000","rep","In Rente etc.,Jan-Dez Vorjahr","Retired Jan-Dec Prev. Yr"
"pkal05","T0202020500000000","rue","Arbeitslos gemeldet,Jan-Dez Vorjahr","Registered Unemployed Jan-Dec Prev. Yr"
"pkal04","T0202021000000000","oft","Fortbilung,Jan-Dez Vorjahr","Further Education, Jan-Dec Prev. Yr"
"pkal03","T0202021000000000","oft","Ausbildung, Jan-Dez Vorjahr","Education, Training Jan-Dec Prev. Yr"
"pkal02","T0202020200000000","ept","Teilzeit, Jan-Dez Vorjahr","Employed Part-Time Jan-Dec Prev. Yr"
"pkal01","T0202020100000000","esf","Voll erwerbstaetig, Jan-Dez Vorjahr","Employed Full-Time Jan-Dec Prev. Yr"
"pjobno","T0206010000000000","sef","Keine Nebentaetigkeit","None Of These"
"pjobka2","T0206010000000000","sef","Nebentaetigkeit - Gesamt k.A.","Second Job in - Item Nonresponse"
"pjobka1","T0206010000000000","sef","Nebentaetigkeit: Gesamt k.A.","Second Job Item Nonresponse"
"pjob15","T0301020102000000","sij","Nebenerwerbstaetigkeit Bruttobetrag pro Monat","Gross Amt Second Job Monthly Income"
"pjob14","T0206020000000000","see","Nebentaetigkeit: Anzahl Monate im Jahr","Second Job, Months Per Year"
"pjob13","T0206020000000000","see","Nebentaetigkeit: Stunden pro Tag","Second Job, Hours Per Day"
"pjob12","T0206020000000000","see","Nebentaetigkeit: Anzahl Tage pro Monat","Second Job, Days Per Month"
"pjob11","T0206010000000000","sef","Nebentaetigkeit in Sonstiges","Second Job in Other"
"pjob10","T0206010000000000","sef","Nebentaetigkeit in oeffentliche Einrichtung","Second Job in Public Institution"
"pjob09","T0206010000000000","sef","Nebentaetigkeit in privater Haushalt","Second Job in Private Household"
"pjob08","T0206010000000000","sef","Nebentaetigkeit in Firma","Second Job in Company"
"pjob07","T0206010000000000","sef","Nebentaetigkeit: Dienstleistungen","Second Job Service"
"pjob06","T0206010000000000","sef","Nebentaetigkeit: Industrie,Handwerk","Second Job Industrial, Manual"
"pjob05","T0206010000000000","sef","Nebentaetigkeit: Bau","Second Job Construction"
"pjob04","T0206010000000000","sef","Nebentaetigkeit: Land-,Forstwirtschaft","Second Job Agricultural, Forestry"
"pjob03","T0206020000000000","see","Gelegentlicher Nebenerwerb","Odd Jobs For Pay"
"pjob02","T0206020000000000","see","Regelmaessiger Nebenerwerb","Regular Second Job"
"pjob01","T0206010000000000","sef","Mithelfendes Familienmitglied im eigenen Betrieb","Family Members Helps Out"
"pimp","T0803090000000000","imc","Persoenliche Impulsivitaet","Personal Impulsivness"
"pimka","T0304030100000000","oti","Immobilien Gesamt-k.A.","Total Item Nonresponse, Property"
"pim12","T0304030300000000","dbt","Keine Restschuld Immobilie","No Financial Burden Property"
"pim11c","T0304030300000000","dbt","CAPI Restschuld ueber 10.000 EURO","CAPI Burden Over 10.000 EURO"
"pim11b","T0304030300000000","dbt","CAPI Restschuld ueber 250.000 EURO","CAPI Burden Over 250.000 EURO"
"pim11a","T0304030300000000","dbt","CAPI Restschuld ueber 100.000 EURO","CAPI Burden Over 100.000 EURO"
"pim11","T0304030300000000","dbt","Restschuld Immobilie","Financial Burden OF Property"
"pim10","T0304030100000000","oti","Eigentumsanteil Immobilie","Share Of Property"
"pim09","T0304030100000000","oti","Alleiniger Eigentuemer Immobilie","Sole Owner House, Apartment"
"pim08c","T0304030100000000","oti","CAPI Verkehrswert ueber 20.000 EURO","CAPI Market Value Over 20.000 EURO"
"pim08b","T0304030100000000","oti","CAPI Verkehrswert ueber 500.000 EURO","CAPI Market Value Over 500.000 EURO"
"pim08a","T0304030100000000","oti","CAPI Verkehrswert ueber 150.000 EURO","CAPI Market Value Over 150.000 EURO"
"pim08","T0304030100000000","oti","Verkaufswert Immoblienbesitz","Value Of Property"
"pim07","T0304030100000000","oti","Anzahl solcher Immobilien","Number Of This Type Of Property"
"pim06","T0304030100000000","oti","Sonstige Immobilie","Other Property"
"pim05","T0304030100000000","oti","Unbebautes Grundstueck","Undeveloped Land"
"pim04","T0304030100000000","oti","Ferien-, Wochendwohnung","Holiday Home, Weekend Home"
"pim03","T0304030100000000","oti","Mehrfamilien-, Mietshaus","Multiple Family House, Apartment House"
"pim02","T0304030100000000","oti","Haus, Wohnung nicht selbst genutzt","House, Apartment Not Used By Yourself"
"pim01","T0304030100000000","oti","Sonstiger Haus-, Grundbesitz","Another House Or Property"
"_pid","T1101000000000000","ide","Unveraenderliche Personennummer","Never Changing Person ID"
"phrfe","T1104000000000000","iom","Hochrechnungsfaktor Sample E 1998","Weighting Factor Sample E Wave 1998"
"phrf","T1104000000000000","iom","Hochrechnungsfaktor 2012","Weighting Factor Wave 2012"
"philf4","T0610020300000000","afl","Niemand hilft bei Grippe","Nobody To Help With Sickness - Sec. P."
"philf3","T0610020300000000","afl","Wer hilft z.B. bei Grippe - zweite Person","Second Person To Help With Sickness"
"philf2","T0610020300000000","afl","Niemand hilft bei Grippe","Nobody To Help With Sickness - First P."
"philf1","T0610020300000000","afl","Wer hilft z.B. bei Grippe - erste Person","First Person To Help With Sickness"
"pher4","T1002030000000000","ics","Besuch von Auslaendern letzte 12 Monate","Received Visits From Foreigners Previous Yr"
"pher3","T1002030000000000","ics","Besuch von Deutschen letzte 12 Monate","Received Visits From Germans Previous Yr"
"pher2","T1002030000000000","ics","Besuch bei Auslaendern letzte 12 Monate","Visited Foreigners Previous Yr"
"pher1","T1002030000000000","ics","Besuch bei Deutschen letzte 12 Monate","Visited Germans Previous Yr"
"phaus3","T0203040100000000","wkc","Wenn Betrieb Arbeit von zH ermoeglicht","if Company Affords Working From Home"
"phaus2","T0203040100000000","wkc","Hfgkt. Beschaeftigung von zH","How Often Do You Work From Home"
"phaus1","T0203040100000000","wkc","Beschaeftigung von zu Hause","Work From Home"
"pgr","T0501010000000000","hco","Koerpergroesse in cm","Height In Cm"
"pgift3","T0802040000000000","fju","10.000EUR geschenkt, Anteil ausgeben","gift of 10.000 EUR, spend a contingent"
"pgift2","T0802040000000000","fju","10.000EUR geschenkt, Anteil verschenken","gilft of 10.000 EUR, give away a contingent"
"pgift1","T0802040000000000","fju","10.000EUR geschenkt, Anteil sparen","gift of 10.000 EUR, save a contingent"
"pgew03c","T0304030100000000","oti","CAPI Vermoegenswert ueber 5.000 EURO","CAPI Enterprise Value Over 50.000 EURO"
"pgew03b","T0304030100000000","oti","CAPI Vermoegenswert ueber 500.000 EURO","CAPI Enterprise Value Over 50.000 EURO"
"pgew03a","T0304030100000000","oti","CAPI Vermoegenswert ueber 50.000 EURO","CAPI Enterprise Value Over 50.000 EURO"
"pgew03","T0304030100000000","oti","Vermoegenswert Betrieb, Beteiligung","Value Of Comm. Enterprise, Share Of"
"pgew02","T0304030100000000","oti","Alleiniger o. beteiligter Unternehmer","Sole Owner, Co-owner Of Commercial Enterprise"
"pgew01","T0304030100000000","oti","Eigentum o. Beteiligung an gewerbl. Betrieb","Owner Of, Involved In Commercial Enterprise"
"pgesunt1","T0203020300000000","cts","Anzahl Beschaeftigte (lokale Betriebsstaette)","Size of Company local commercial unit"
"pgesunt","T0203020300000000","cts","Anzahl Beschaeftigte (Gesamtunternehmen)","Size of Company"
"pgesch1","T0103000000000000","hhs","Geschwister ja/nein","Siblings Yes, No"
"pges15","T0501010000000000","hco","Gesundheitliche Probleme laenger als halbes Jahr","Health Problems for more than 6 Months"
"pges14","T0501010000000000","hco","Einschraenkg.im Alltgasleben wg. gesundheitl. Probleme","Limitations In Daily Life Because Of Health Problems"
"pges13","T0501030000000000","sft","Einschraenkung sozialer Kontakte wg. Gesundheit","Limited Socially Due To Health"
"pges12","T0501030000000000","sft","Weniger Sorgfalt wg. seelischer Probleme","Less Careful Due To Emotional Problems"
"pges11","T0501030000000000","sft","Weniger geschafft wg. seelischer Probleme","Achieved Less Due To Mental Problems"
"pges10","T0501030000000000","sft","Inhaltliche Einschraenkung wg. koerperlicher Probleme","Limitations Due To Physical Problems"
"pges09","T0501030000000000","sft","Weniger geschafft wg. koerperlicher Probleme","Limitations Due To Physical Problems"
"pges08","T0501030000000000","sft","Koerperliche Schmerzen letzten 4 Wochen","Strong Physical Pain Last 4 Weeks"
"pges07","T0501030000000000","sft","Energie letzten 4 Wochen","Used Energy Last 4 Weeks"
"pges06","T0501030000000000","sft","Ausgeglichen letzten 4 Wochen","Well-Balanced Last 4 Weeks"
"pges05","T0501030000000000","sft","Niedergeschlagen letzten 4 Wochen","Run-Down, Melancholy Last 4 Weeks"
"pges04","T0501030000000000","sft","Eile, Zeitdruck letzten 4 Wochen","Pressed For Time Last 4 Weeks"
"pges03","T0501010000000000","hco","Gesundheitszustand beeintr.anstreng.Taetigkeiten","State Of Health Affects Tiring Tasks"
"pges02a","T0501030000000000","sft","Gesundheitszustand behindert","Handicapped"
"pges02","T0501010000000000","hco","Gesundheitszustand beeintr.Treppen steigen","State Of Health Affects Ascending Stairs"
"pges01","T0501010000000000","hco","Gesundheitszustand gegenwaertig","Current Health"
"_pgen_pgvebzt","T0204010100000000","whr","Vereinbarte Arbeitszeit pro Woche","Agreed Upon Weekly Work Time"
"_pgen_pguebstd","T0204010200000000","who","Ueberstunden pro Woche","Overtime Per Week"
"_pgen_pgtraind","T0702000000000000","haq","Ausbildungsberuf (Beamtenausbildung), KldB 1992 Zweisteller","Civil servant training - two-digit occupation KldB92"
"_pgen_pgtrainc","T0702000000000000","haq","Ausbildungsberuf (Fachschule - Meister, Techniker), KldB 1992","Higher vocational school - two-digit occupation KldB92"
"_pgen_pgtrainb","T0702000000000000","haq","Ausbildungsberuf (Berufsfachschule, Schule des Gesundheitswesens),KldB 1992","Vocational school - two-digit occupation KldB92"
"_pgen_pgtraina","T0702000000000000","haq","Ausbildungsberuf (Lehre), KldB 1992 Zweisteller","Apprenticeship - two-digit occupation KldB92"
"_pgen_pgtatzt","T0204010100000000","whr","Tatsaechliche Arbeitszeit pro Woche","Actual Weekly Work Time"
"_pgen_pgstib","T0203030100000000","ocs","Berufliche Stellung","Occupational Position"
"_pgen_pgsndjob","T0301020102000000","sij","Akt. Bruttonebenverdienst (gen.) in Euro","Current Gross Secondary Income In Euro"
"_pgen_pgsiops","T0203030200000000","oap","TREIMANS STANDARD INT.OCC.PR.SCORE (IS88)","Treiman Standard Int Occ Prestige IS88"
"_pgen_pgsbilo","T0702010000000000","slc","Schulabschluss-Ost","School-Leaving Degree East Germany"
"_pgen_pgsbila","T0702030000000000","vod","Schulabschluss im Ausland","School-Leaving Degree Outside Germany"
"_pgen_pgsbil","T0702010000000000","slc","Schulabschluss","School-Leaving Degree"
