study,questionnaire,question,item,concept,text_de,instruction_de,text,instruction,answer_list,scale,filter,goto,description
soep-core,soep-core-2012-hh,0,,,"In diesem Fragebogen geht es um Fragen, die sich nicht auf die einzelnen Personen Ihres Haushalts, sondern auf den Haushalt als ganzen beziehen. Der Fragebogen soll nach Möglichkeit von der Person beantwortet werden, die diese Haushaltsfragen auch beim letzten Mal beantwortet hat.
Ihre Mitarbeit ist freiwillig. Die wissenschaftliche Aussagekraft dieser Untersuchung hängt aber entscheidend davon ab, dass alle Haushalte mitmachen.
Darum bitten wir Sie herzlich, 
– unserem Mitarbeiter dieses Interview zu gewähren
– oder den Fragebogen sorgfältig selbst auszufüllen.",,"The questions contained in this questionnaire deal with the household as a whole and not with the individuals in the household. The questionnaire should be completed by the same person in the household who did it last year if possible. Your cooperation is voluntary. The scientific validity of this survey, however, depends on the cooperation of every member of every household. Therefore, we ask that: - You allow our representative to carry out this interview; or - You carefully fill out the questionnaire yourself.",,,txt,,,
soep-core,soep-core-2012-hh,0,1,,Bitte vor Übergabe unbedingt eintragen lt. Adressenprotokoll:,,"Before handing in the questionnaire, please enter in accordance with the address log:",,,txt,,,
soep-core,soep-core-2012-hh,0,hnr,hnr,Nr. des Haushalts:,,Household number:,,,int,,,
soep-core,soep-core-2012-hh,0,3,,Der Haushaltsfragebogen wurde beantwortet von:,,The household questionnaire has been completed by:,,,txt,,,
soep-core,soep-core-2012-hh,0,name,name,Vorname,,First name,,,chr,,,
soep-core,soep-core-2012-hh,0,pnr,pnr,Person Nr.,,Person number,,,int,,,
soep-core,soep-core-2012-hh,1,,hvj,"Haben Sie persönlich bei unserer letzten Befragung, also vor ungefähr einem Jahr,
schon in dieser Wohnung gelebt?",,"Did you personally live in this dwelling at the point in time of our last survey, that is, about a year ago?",,hvj,cat,,1 @ 9,"Routing:
*IF [Q1000,1] *GOTO 9000
"
soep-core,soep-core-2012-hh,2,,,Welches waren die wichtigsten Gründe für den Umzug in diese Wohnung?,Bitte geben Sie bis zu drei Gründe an!,What was the most important reason for moving into this dwelling?,Please give up to three reasons!,,txt,1;hvj=2,,
soep-core,soep-core-2012-hh,2,humz01,humz01,Kündigung durch den Vermieter,,Notice given by the pevious landlord,,,bin,,,
soep-core,soep-core-2012-hh,2,humz02,humz02,Erwerb eines Eigenheims / einer Eigentumswohnung,,Acquired ownership of own dwelling,,,bin,,,
soep-core,soep-core-2012-hh,2,humz03,humz03,Erbschaft / Schenkung / Überschreibung,,Inheritance / gift / transfer of property,,,bin,,,
soep-core,soep-core-2012-hh,2,humz04,humz04,Berufliche Gründe,,Work reasons,,,bin,,,
soep-core,soep-core-2012-hh,2,5,,"Familiäre Gründe, und zwar:",,Family reasons:,,,txt,,,
soep-core,soep-core-2012-hh,2,humz05,humz05,Heirat,,Marriage,,,bin,,,
soep-core,soep-core-2012-hh,2,humz06,humz06,Trennung / Scheidung,,Separation / divorce,,,bin,,,
soep-core,soep-core-2012-hh,2,humz07,humz07,Fortzug aus dem Elternhaus,,Moved out of parents' home,,,bin,,,
soep-core,soep-core-2012-hh,2,humz08,humz08,sonstiger familiärer Grund,,Other family reason,,,bin,,,
soep-core,soep-core-2012-hh,2,10,,Wohnungsgröße und Wohnkosten:,,Size and costs of the dwelling:,,,txt,,,
soep-core,soep-core-2012-hh,2,humz09,humz09,bisherige Wohnung zu klein,,Previous dwelling too small,,,bin,,,
soep-core,soep-core-2012-hh,2,humz10,humz10,bisherige Wohnung zu groß,,Previous dwelling too large,,,bin,,,
soep-core,soep-core-2012-hh,2,humz11,humz11,"bisherige Wohnkosten (Miete, Zins und Tilgung) zu hoch",,"Costs of previous dwelling (rent, interest, mortgage payments) too high",,,bin,,,
soep-core,soep-core-2012-hh,2,14,,Andere Gründe im Zusammenhang mit der Wohnung:,,Other reasons related to the previous dwelling:,,,txt,,,
soep-core,soep-core-2012-hh,2,humz12,humz12,schlechte Ausstattung der bisherigen Wohnung,,"Previous dwelling was poorly designed, equipped, etc.",,,bin,,,
soep-core,soep-core-2012-hh,2,humz13,humz13,schlechte Wohnlage der bisherigen Wohnung,,Previous dwelling was poorly located,,,bin,,,
soep-core,soep-core-2012-hh,2,humz16,humz16,bisherige Wohnung war nicht alten-/behindertengerecht,,Previous dwelling was not accessible to elderly or disabled people,,,bin,,,
soep-core,soep-core-2012-hh,2,humz14,humz14,schlechtes Wohnumfeld der bisherigen Wohnung,,Previous dwelling was in a bad neighborhood,,,bin,,,
soep-core,soep-core-2012-hh,2,humz17,humz17,neues Wohnumfeld für persönliche Lebenssituation besser,,New neighborhood better for my personal living situation,,,bin,,,
soep-core,soep-core-2012-hh,2,humz15,humz15,Sonstiger Grund,,Other reasons,,,bin,,,
soep-core,soep-core-2012-hh,2,humzso,humzso,[Sonstiger Grund] und zwar:,,[Other reasons]:,,,chr,2:humz15=1,,
soep-core,soep-core-2012-hh,3,,,"Und wie beurteilen Sie Ihre jetzige Wohnung im Vergleich zur letzten?
Haben Sie sich gegenüber Ihrer letzten Wohnung verbessert, ist Ihre heutige Wohnung
in etwa gleichwertig, oder haben Sie sich verschlechtert?

Wie ist das in Bezug auf ... ",In jeder Zeile bitte eine Nennung!,"How does your new dwelling compare to your previous one? Is your new dwelling better, about the same, or worse overall than the previous one? What about ...",Please mark only one per row!,,txt,,,
soep-core,soep-core-2012-hh,3,hwohn01,hwohn01,die finanzielle Belasung (z.B. Miete),,"costs (for example, rent)",,hwohn xx 1,cat,,,
soep-core,soep-core-2012-hh,3,hwohn02,hwohn02,die Wohnungsgröße,,the size of the dwelling,,hwohn xx 1,cat,,,
soep-core,soep-core-2012-hh,3,hwohn03,hwohn03,die Wohnungsausstattung,,"how the dwelling is designed, equipped",,hwohn xx 1,cat,,,
soep-core,soep-core-2012-hh,3,hwohn04,hwohn04,die Wohngegend / Wohnlage,,the neighborhood,,hwohn xx 1,cat,,,
soep-core,soep-core-2012-hh,3,hwohn05,hwohn05,"die Wohnumwelt (Läm, Abgase, Schmutz)",,"the living environment (noise, exhaust fumes, pollution)",,hwohn xx 1,cat,,,
soep-core,soep-core-2012-hh,3,hwohn06,hwohn06,die Verkehrsverbindungen,,access to public transportation,,hwohn xx 1,cat,,,
soep-core,soep-core-2012-hh,3,hwohn07,hwohn07,Beziehungen / Kontakte zur Nachbarschaft?,,relationships / contact with neighbors?,,hwohn xx 1,cat,,,
soep-core,soep-core-2012-hh,4,,,Seit wann leben Sie persönlich in dieser Wohnung?,,Since what month/year have you personally been living in this dwelling?,,,txt,,,
soep-core,soep-core-2012-hh,4,hwm,hwm,Monat,,Month,,,int,,,
soep-core,soep-core-2012-hh,4,hwj,hwj,Jahr,,Year,,,int,,,
soep-core,soep-core-2012-hh,5,,hwohn08,Wie würden Sie die Wohngegend hier beschreiben?,,How would you describe your neighborhood?,,hwohn08,cat,,,
soep-core,soep-core-2012-hh,6,,hhtyp,"Was ist das für ein Haustyp, in dem Sie hier wohnen?",,What kind of building do you live in?,,hhtyp,cat,,,
soep-core,soep-core-2012-hh,7,,hheim,"Handelt es sich um ein Wohnheim, eine Pension oder eine ähnliche Unterkunft?",,Is it a boarding house or similar accommodation?,,hheim,cat,,,"Researcher Notes:
Quelle:
**Core2011 Items reduziert
"
soep-core,soep-core-2012-hh,7,hheimso,hheimso,[Sonstiges Heim / Unterkunft] und zwar:,,[boarding house / similar accommodation]:,,,chr,7;hheim=7,,
soep-core,soep-core-2012-hh,8,,hwohn09,"Wann wurde das Haus, in dem Ihre Wohnung liegt, etwa erbaut?",,"When, approximately, was the building in which your dwelling is located built?",,hwohn09,cat,,,
soep-core,soep-core-2012-hh,8,1,,"Können Sie das Jahr, in dem das Haus erbaut wurde, auch genau nennen?",,Can you provide the exact year in which the building was built?,,,txt,,,"Filter:
ASK ONLY IF Q801 : HWOHN09=4,5,6,7
"
soep-core,soep-core-2012-hh,8,hwohn09a,hwohn09a,"Ja, und zwar:",,Yes:,,,int,8;hwohn09=4:7,,
soep-core,soep-core-2012-hh,9,,humb,"Hat sich innerhalb des letzten Jahres an der Größe Ihrer Wohnung etwas verändert,
z.B. durch Umbauten oder veränderte Nutzung?",,"Has the size of your dwelling changed within the last year, e.g., due to remodeling or changes in usage?",,humb,cat,,,
soep-core,soep-core-2012-hh,10,,,Wie groß ist die Wohnfläche dieser Wohnung insgesamt?,,How large is the total living area of this dwelling?,,,txt,,,
soep-core,soep-core-2012-hh,10,hqm,hqm,qm,,sqm,,,int,,,
soep-core,soep-core-2012-hh,11,,,Und wie viele Räume hat Ihre Wohnung?,"Gemeint sind Räume ab 6 qm, ohne Küche und ohne Bad",How many rooms does the dwelling have?,Include all rooms of 6m² or more but exclude kitchen and bathroom,,txt,,,
soep-core,soep-core-2012-hh,11,hraum,hraum,Räume,,rooms,,,int,,,
soep-core,soep-core-2012-hh,12,,hgr,"Wie beurteilen Sie insgesamt die Größe Ihrer Wohnung?
Ist sie für Ihren Haushalt  ... ",,"What do you think about the total size of your dwelling? For the size of your household, is it …",,hgr,cat,,,
soep-core,soep-core-2012-hh,13,,hzus,"Wie beurteilen Sie den Zustand des Hauses, in dem Sie wohnen?",,How would you describe the condition of the building you live in?,,hzus,cat,,,
soep-core,soep-core-2012-hh,14,,,"Wie ist Ihre Wohnung ausgestattet?
Gehört zu Ihrer Wohnung  ... ",,What amenities does your dwelling have? Does it have …,,,txt,,,
soep-core,soep-core-2012-hh,14,hwohn10,hwohn10,Küche,,a kitchen,,hwohn xx 2,cat,,,
soep-core,soep-core-2012-hh,14,hwohn11,hwohn11,Bad / Dusche innerhalb der Wohnung,,a bath or shower inside,,hwohn xx 2,cat,,,
soep-core,soep-core-2012-hh,14,hwohn12,hwohn12,Fließend Warmwasser / Boiler,,"hot water, a boiler",,hwohn xx 2,cat,,,
soep-core,soep-core-2012-hh,14,hwohn14,hwohn14,Zentralheizung oder Etagenheizung,,central heating or self-contained heating system within dwelling,,hwohn xx 2,cat,,,
soep-core,soep-core-2012-hh,14,hwohn21,hwohn21,Fußbodenheizung (ganz oder teilweise),,floor heating (full or partial),,hwohn xx 2,cat,,,
soep-core,soep-core-2012-hh,14,hwohn15,hwohn15,Balkon / Terrasse,,"balcony, terrace, porch",,hwohn xx 2,cat,,,
soep-core,soep-core-2012-hh,14,hwohn16,hwohn16,Keller / Abstellräume,,"cellar, storage areas",,hwohn xx 2,cat,,,
soep-core,soep-core-2012-hh,14,hwohn17,hwohn17,Eigener Garten / Gartenbenutzung,,"own yard, garden, access to yard or garden",,hwohn xx 2,cat,,,
soep-core,soep-core-2012-hh,14,hwohn18,hwohn18,Alarmanlage,,alarm system,,hwohn xx 2,cat,,,
soep-core,soep-core-2012-hh,14,hwohn19,hwohn19,Klimaanlage (kontrollierte Wohnungsbelüftung),,air conditioner (ventilation system),,hwohn xx 2,cat,,,
soep-core,soep-core-2012-hh,14,hwohn20,hwohn20,"Sonnenkollektor, Solarenergieanlage",,"solar collector, solar energy system",,hwohn xx 2,cat,,,
soep-core,soep-core-2012-hh,14,hwohn22,hwohn22,Sonstige alternative Energiequelle (z.B. Erdwärmepumpe),,"other alternative energy source (e.g., geothermal heat pump)",,hwohn xx 2,cat,,,
soep-core,soep-core-2012-hh,14,hwohn23,hwohn23,Aufzug / Fahrstuhl im Haus?,,elevator / lift inside building,,hwohn xx 2,cat,,,
soep-core,soep-core-2012-hh,15,,,"Haben Sie oder Ihr Vermieter seit Anfang 2011 an dieser Wohnung eine oder mehrere
der folgenden Modernisierungen vorgenommen?",,Have you or your landlord made any of the following improvements to your dwelling since the beginning of 2011?,,,txt,,,"Routing:
*IF [Q15000,6] *GOTO 18000
"
soep-core,soep-core-2012-hh,15,hbau1,hbau1,Eine Küche eingebaut,,Installed a kitchen,,,bin,,,
soep-core,soep-core-2012-hh,15,hbau2,hbau2,"Bad, Dusche oder WC innerhalb der Wohnung eingebaut",,"Installed a bathtub, shower, toilet",,,bin,,,
soep-core,soep-core-2012-hh,15,hbau3,hbau3,Zentralheizung oder Etagenheizung eingebaut,,Installed central heating or self-contained heating system within dwelling,,,bin,,,
soep-core,soep-core-2012-hh,15,hbau4,hbau4,Neue Fenster eingebaut,,Installed new windows,,,bin,,,
soep-core,soep-core-2012-hh,15,hbau9,hbau9,"Wärmedämmung (z.B. Fassade, Dach, Kellerdecke)",,"Installed insulation (e.g., wall, roof, basement ceiling)",,,bin,,,
soep-core,soep-core-2012-hh,15,hbau10,hbau10,"Anpassungsmaßnahmen für barrierefreies, altengerechtes Wohnen (z.B. Aufzug, Rampe, Treppenlift, Bad)",,"Made modifications to provide barrier-free access to the elderly (e.g., elevator, ramp, stair lift, bath)",,,bin,,,
soep-core,soep-core-2012-hh,15,hbau5,hbau5,Sonstige größere Maßnahmen,,Other larger measures,,,bin,,,
soep-core,soep-core-2012-hh,15,hbau6,hbau6,"Nein, nichts davon",,"No, none of these",,,bin,,1 @ 18,
soep-core,soep-core-2012-hh,16,,hbau7,Erfolgte diese Modernisierung auf Kosten des Vermieters oder auf Ihre eigenen Kosten?,,Who paid for these improvements—you or your landlord?,,hbau7,cat,,1 @ 18,"Filter:
ASK ONLY IF Q1500 : HBAU XX=1,2,3,4,9,10,5

Routing:
*IF [Q16000,1] *GOTO 18000
"
soep-core,soep-core-2012-hh,17,,hbau8,"Haben Sie die Modernisierung selbst, also in Eigenarbeit, durchgeführt, oder haben Sie einen Handwerker, eine Firma oder einen Fachmann damit beauftragt?",,"Did you do the work yourself or did you hire someone (a tradesperson, company, or technician) to do it?",,hbau8,cat,16;hbau7 !=1,,
soep-core,soep-core-2012-hh,17a,,,"Wie hoch waren die Ausgaben, die dadurch für Ihren Haushalt entstanden sind?",,How much did this work cost your household?,,,txt,,,
soep-core,soep-core-2012-hh,17a,hbau11,hbau11,Euro,,Euro,,,int,,,
soep-core,soep-core-2012-hh,18,,hew1,Hat es im letzten Jahr einen Eigentümerwechsel dieser Wohnung gegeben?,,Did this dwelling change ownership within the last year?,,hew1,cat,,2 @ 20,"Routing:
*IF [Q18000,2] *GOTO 20000
"
soep-core,soep-core-2012-hh,19,,hew2,"Welcher Art war dieser Wechsel?
Ich bin / wir sind  ... ",,What kind of change in ownership occurred? I am / we are …,,hew2,cat,18;hew1=1,,
soep-core,soep-core-2012-hh,19,hew3,hew3,[jetzt Eigentümer] und zwar durch ...,,[now owner(s)] because I / we ... .,,hew3,cat,19;hew2=1,,"Filter:
ASK ONLY IF Q1901 : HEW2=1
"
soep-core,soep-core-2012-hh,19,hew4,hew4,[jetzt nicht mehr Eigentümer] und zwar wegen ...,,[no longer owner(s)] because …,,hew4,cat,19;hew2=2,,"Filter:
ASK ONLY IF Q1901 : HEW2=2
"
soep-core,soep-core-2012-hh,20,,hm01,"Die folgenden Fragen beziehen sich auf die Kosten des Wohnens. Zunächst die Frage: Bewohnen Sie diese Wohnung als Hauptmieter, Untermieter oder Eigentümer?",,"The next questions deal with the costs of living in your dwelling. First the question: Are you the main tenant, subletter, or owner?",,hm01,cat,,3 @ 29,"Routing:
*IF [Q20000,3] *GOTO 29000
"
soep-core,soep-core-2012-hh,21,,hm02,"Handelt es sich um eine vom Eigentümer verbilligt überlassene Wohnung, z.B. vom Arbeitgeber oder von Verwandten oder wegen Hauswartstätigkeiten?",,"Is the dwelling being provided to you at reduced rent by the owner, for example, your employer or a relative, or in exchange for building maintenance / janitorial work?",,hm02,cat,20;hm01= 1|2,,
soep-core,soep-core-2012-hh,22,,hm03,Handelt es sich um eine Sozialwohnung?,,Is this dwelling government-subsidized housing (Sozialwohnung)?,,hm03,cat,,,
soep-core,soep-core-2012-hh,23,,,Wie hoch ist derzeit die monatliche Miete?,,What is your monthly rent?,,,txt,,,"Researcher Notes:
Die erste Option (»Euro im Monat«) keine Option zum ankreuzen;  kein Wert in den Daten

Routing:
*IF [Q23010,1] *GOTO 28000
"
soep-core,soep-core-2012-hh,23,hm04,hm04,Euro,,euros,,,int,,,
soep-core,soep-core-2012-hh,23,hm05,hm05,Zahle keine Miete,,I don't pay rent,,,bin,,1 @ 28,"Researcher Notes:
bei unplausiblen bzw. Mehrfachangaben nachfragen

Filter:
ASK ONLY IF Q2301 : HM05=2
"
soep-core,soep-core-2012-hh,24,,hm06,Sind die Heizkosten (in der Regel einschließlich Warmwasser) im Mietpreis enthalten?,,Are the heating costs (usually including hot water) included in the rent?,,hm06,cat,,,
soep-core,soep-core-2012-hh,25,,,Wie hoch sind die durchschnittlichen Heizkosten (einschließlich Warmwasser) pro Monat?,Falls nicht genau bekannt: bitte schätzen!,What are your monthly heating costs (including hot water)?,"If you don't know the exact amount, please estimate!",,txt,,,"Researcher Notes:
Die erste Option (»Euro im Monat«) keine Option zum ankreuzen;  kein Wert in den Daten
"
soep-core,soep-core-2012-hh,25,hm07,hm07,Euro,,euros,,,int,,,
soep-core,soep-core-2012-hh,25,hm08,hm08,Weiß nicht,,Don't know,,,bin,,,"Researcher Notes:
bei unplausiblen bzw. Mehrfachangaben nachfragen

Filter:
ASK ONLY IF not Q2501 : HM08=1
"
soep-core,soep-core-2012-hh,25a,,,Wie hoch sind die durchschnittlichen Stromkosten pro Monat?,,What are your monthly electricity costs?,,,txt,,,"Researcher Notes:
Die erste Option (»Euro im Monat«) keine Option zum ankreuzen;  kein Wert in den Daten
"
soep-core,soep-core-2012-hh,25a,hm14,hm14,Euro,,euros,,,int,,,
soep-core,soep-core-2012-hh,25a,hm15,hm15,Weiß nicht,,Don't know,,,bin,,,"Researcher Notes:
bei unplausiblen bzw. Mehrfachangaben nachfragen

Filter:
ASK ONLY IF not Q2503 : HM15=1
"
soep-core,soep-core-2012-hh,26,,hm09,"Sind in dem Mietpreis andere Umlagen enthalten, z.B. für Wasser oder Müllabfuhr usw.? Wenn ja: in welcher Höhe?",,"Are other costs included in the rent, for example, water, garbage removal, etc.?",,hm09,cat,,,
soep-core,soep-core-2012-hh,26,hm10,hm10,"[Ja,] und zwar ... Euro im Monat",,"[Yes,] ... euros per month",,,int,26;hm09= 1|2,,"Researcher Notes:
Die erste Option (»Euro im Monat«) keine Option zum ankreuzen;  kein Wert in den Daten

Filter:
ASK ONLY IF Q2601 : HM09=1,2
"
soep-core,soep-core-2012-hh,26,hm11,hm11,Weiß nicht,,Don't know,,,bin,,,"Filter:
ASK ONLY IF not Q2602 : HM11=1
"
soep-core,soep-core-2012-hh,27,,hm12,"Wenn Sie an vergleichbare Wohnungen denken, finden Sie Ihre Miete dann  ... ",,How does your dwelling compare to similar dwellings with regards to rent? Is it …,,hm12,cat,,,
soep-core,soep-core-2012-hh,28,,hm13,Wer oder welche Institution ist der Eigentümer der Wohnung?,,Who is the owner of the dwelling?,,hm13,cat,,1:5 @ 38,
soep-core,soep-core-2012-hh,29,,he01,Haben Sie für diese selbstgenutzte Wohnung / dieses selbstgenutzte Haus noch finanzielle Belastungen aus der Abzahlung von Hypotheken oder Bauspardarlehen?,,"Do you still owe money, for example, on loans or a mortgage, for the dwelling / building you live in?",,he01,cat,,2 @ 31,"Routing:
*IF [Q29000,2] *GOTO 31000
"
soep-core,soep-core-2012-hh,30,,,"Wie hoch ist der monatliche Betrag für Tilgung und Zinsen, den Sie für dieses Darlehen zu leisten haben?",Falls Betrag hier und in den folgenden Fragen nicht genau bekannt: bitte schätzen!,What are your monthly payments including interest on this loan or mortgage?,"If you don't know the exact amount, please estimate!",,txt,29;he01=1,,"Researcher Notes:
Nachfrage bei unplausibler Höhe

Filter:
ASK ONLY IF Q2900 : HE01=1
"
soep-core,soep-core-2012-hh,30,he02,he02,Tilgung und Zinsen ... Euro pro Monat,,Loan or mortgage payments and interest ... euros per month,,,int,,,
soep-core,soep-core-2012-hh,31,,,"Wie hoch waren die Instandhaltungskosten für diese Wohnung / dieses Haus, die Ihnen im letzten Kalenderjahr entstanden sind?",,What were the maintenance costs for this dwelling / building in the last calendar year?,,,txt,,,"Researcher Notes:
Nachfrage beu unplausibler Höhe
"
soep-core,soep-core-2012-hh,31,he03,he03,Euro im Jahr,,euros per year,,,int,,,
