concept,topic,label_de,label
hakt09,paa,ab 6. Schul-Theater AG,6 Years And Older: School Theatre Club
hakt10,paa,ab 6. Schul-Sonstige AG,6 Years And Older: Other School Activities
hakt11,paa,ab 6. ausserh. Schule Sport,6 Years And Older: Non School Sports Club
hakt12,paa,ab 6. ausserh. Schule Musik,6 Years And Older: Non School Music Club
hakt13,paa,ab 6. ausserh. Schule Kunst,6 Years And Older: Non School Art Club
hakt14,paa,"ab 6. ausserh. Schule Fw,DRK","6 Years And Older: Volunteer Fire Department, Red Cross"
hakt15,paa,ab 6. ausserh. Schule Jugendgrp.,6 Years And Older: Youth Group
hakt16,paa,ab 6. ausserh. Schule Besuch Jug.Zentrum,6 Years And Older: Non School Youth Center
hakt17,paa,Keine Aktivitaeten ab 6. J.,No Activities For Children Under The Age Of 6 Years
hand,int,Handakte;Besonderheiten,"Special Case, See Address Log"
haus01a,exp,Ausgaben 09 Lebensmittel zu Hause ja/nein,Expenditures 09 On Food at home yes/no
haus01b,exp,Ausgaben 09 Lebensmittel zu Hause Betrag/Monat,expenditures 09 on food at home amount per month
haus01c,exp,Ausgaben 09 Lebensmittel zu Hause Betrag/Jahr,expenditures 09 on food at home amount per year
haus01ka,exp,Ausgaben 09 Lebensmittel k.A.,"expenditures 09 on food at home, do not know"
haus02a,exp,Ausgaben 09 Speisen/Getraenke ausser Haus ja/nein,expenditures 09 on dining/drinking outside yes/no
haus02b,exp,Ausgaben 09 Speisen/Getraenke ausser Haus Betrag/Monat,expenditures 09 on dining/drinking outside  amount per month
haus02c,exp,Ausgaben 09 Speisen/Getraenke ausser Haus Betrag/Jahr,expenditures 09 on dining/drinking outside amount per year
haus02ka,exp,Ausgaben 09 Speisen/Getraenke k.A.,"expenditures 09 on dining/drinking outside, do  not know"
haus03a,exp,Ausgaben 09 Bekleidung/Schuhe ja/nein,expenditures 09 on clothes/shoes yes/no
haus03b,exp,Ausgaben 09 Bekleidung/Schuhe Betrag/Monat,expenditures 09 on clothes/shoes amount per month
haus03c,exp,Ausgaben 09 Bekleidung/Schuhe Betrag/Jahr,expenditures 09 on clothes/shoes amount per year
haus03ka,exp,Ausgaben 09 Bekleidung/Schuhe k.A.,expenditures 09 on clothes/shoes do not know
haus04a,exp,Ausgaben 09 Koerperpflege etc. ja/nein,expenditures 09 on personal hygiene etc. yes/no
haus04b,exp,Ausgaben 09 Koerperpflege etc. Betrag/Monat,expenditures 09 on personal hygiene etc. amount per month
haus04c,exp,Ausgaben 09 Koerperpflege etc. Betrag/Jahr,expenditures 09 on personal hygiene etc. amount per year
haus04ka,exp,Ausgaben 09 Koerperpflege etc. k.A.,expenditures 09 on personal hygiene etc. do not know
haus05a,exp,Ausgaben 09 Gesundheit ja/nein,expenditures 09 on health yes no
haus05b,exp,Ausgaben 09 Gesundheit Betrag/Monat,expenditures 09 on health amount per month
haus05c,exp,Ausgaben 09 Gesundheit Betrag/Jahr,expenditures 09 on health amount per year
haus05ka,exp,Ausgaben 09 Gesundheit k.A.,expenditures 09 on health do not know
haus06a,exp,Ausgaben 09 Telekommunikation ja/nein,expenditures 09 on telecommunication yes/no
haus06b,exp,Ausgaben 09 Telekommunikation Betrag/Monat,expenditures 09 on telecommunication amount per month
haus06c,exp,Ausgaben 09 Telekommunikation Betrag/Jahr,expenditures 09 on telecommunication amount per year
haus06ka,exp,Ausgaben 09 Telekommunikation k.A.,expenditures 09 on telecommunication do not know
haus07a,exp,Ausgaben 09 Bildung/Weiterbildung ja/nein,expenditures 09 on education/further e. yes/no
haus07b,exp,Ausgaben 09 Bildung/Weiterbildung Betrag/Monat,expenditures 09 on education/further e. amount per month
haus07c,exp,Ausgaben 09 Bildung/Weiterbildung Betrag/Jahr,expenditures 09 on education/further e. amount per year
haus07ka,exp,Ausgaben 09 Bildung/Weiterbildung k.A.,expenditures 09 on education/further e. do not know
haus08a,exp,Ausgaben 09 Kultur ja/nein,expenditures 09 on culture yes /no
haus08b,exp,Ausgaben 09 Kultur Betrag/Monat,expenditures 09 on culture amount per month
haus08c,exp,Ausgaben 09 Kultur Betrag/Jahr,expenditures 09 on culture amount per year
haus08ka,exp,Ausgaben 09 Kultur k.A.,expenditures 09 on culture do not know
haus09a,exp,Ausgaben 09 Freizeit ja/nein,expenditures 09 on leisure time yes/no
haus09b,exp,Ausgaben 09 Freizeit Betrag/Monat,expenditures 09 on leisure time amount per month
haus09c,exp,Ausgaben 09 Freizeit Betrag/Jahr,expenditures 09 on leisure time amount per year
haus09ka,exp,Ausgaben 09 Freizeit k.A.,expenditures 09 on leisure time do not know
haus10a,exp,Ausgaben 09 Urlaub ja/nein,expenditures 09 on holiday yes/no
haus10b,exp,Ausgaben 09 Urlaub Betrag/Monat,expenditures 09 on holiday amount per month
haus10c,exp,Ausgaben 09 Urlaub Betrag/Jahr,expenditures 09 on holiday amount per year
haus10ka,exp,Ausgaben 09 Urlaub k.A.,expenditures 09 on holiday do not know
haus11a,exp,Ausgaben 09 Lebens-/private Rentenversicherung ja/nein,expenditures 09 on  Life/private pension Insurance yes/no
haus11b,exp,Ausgaben 09 Lebens-/private Rentenversicherung Betrag/Monat,expenditures 09 on  Life/private pension Insurance amount per month
haus11c,exp,Ausgaben 09 Lebens-/private Rentenversicherung Betrag/Jahr,expenditures 09 on  Life/private pension Insurance amount per year
haus11ka,exp,Ausgaben 09 Lebens-/private Rentenversicherung k.A.,expenditures 09 on  Life/private pension Insurance do not know
haus12a,exp,Ausgaben 09 andere Versicherungen ja/nein,expenditures 09 on other insurances yes/no
haus12b,exp,Ausgaben 09 andere Versicherungen Betrag/Monat,expenditures 09 on other insurances amount per month
haus12c,exp,Ausgaben 09 andere Versicherungen Betrag/Jahr,expenditures 09 on other insurances amont per year
haus12ka,exp,Ausgaben 09 andere Versicherungen k.A.,expenditures 09 on other insurances do not know
haus13a,exp,Ausgaben 09 Kfz-Reparaturen ja/nein,expenditure  09 on car repair yes/no
haus13b,exp,Ausgaben 09 Kfz-Reparaturen Betrag/Monat,expenditure  09 on car repair amount per month
haus13c,exp,Ausgaben 09 Kfz-Reparaturen Betrag/Jahr,expenditure  09 on car repair amount per year
haus13ka,exp,Ausgaben 09 Kfz-Reparaturen k.A.,expenditure  09 on car repair do not know
haus14a,exp,Ausgaben 09 Verkehrsmittel ja/nein,expendituures 09 on transportation means yes/no
haus14b,exp,Ausgaben 09 Verkehrsmittel Betrag/Monat,expendituures 09 on transportation means amount per month
haus14c,exp,Ausgaben 09 Verkehrsmittel Betrag/Jahr,expendituures 09 on transportation means amount per year
haus14ka,exp,Ausgaben 09 Verkehrsmittel k.A.,expendituures 09 on transportation means do not know
haus15a,exp,Ausgaben 09 Moebel etc. ja/nein,expenditures 09 on furniture yes/no
haus15b,exp,Ausgaben 09 Moebel etc. Betrag/Monat,expenditures 09 on furniture amount per month
haus15c,exp,Ausgaben 09 Moebel etc. Betrag/Jahr,expenditures 09 on furniture amount per year
haus15ka,exp,Ausgaben 09 Moebel etc. k.A.,expenditures 09 on furniture do not know
haus16a,exp,Ausgaben 09 sonstige Ausgaben ja/nein,other expenditures 09 yes/no
haus16b,exp,Ausgaben 09 sonstige Ausgaben Betrag/Monat,other expenditures 09 amount per month
haus16c,exp,Ausgaben 09 sonstige Ausgaben Betrag/Jahr,other expenditures 09 amout per year
haus16ka,exp,Ausgaben 09 sonstige Ausgaben Betrag/Jahr,other expenditures 09 do not know
hausl,ics,Leben auslaend. Familien im Wohngebiet,Foreigners Living In Residential Area
hbau1,mmd,Seit Vorjahr-Kueche eingebaut,since prev year kitchen added
hbau10,mmd,Seit Vorjahr-altersgerchte Umbauten,since prev year age-based renovation
hbau11,fte,Ausgaben Modernisierung,exp. Renovation
hbau2,mmd,"Seit Vorjahr-Bad,Dusche,WC eingebaut","since prev year bath, shower, toilet added"
hbau3,mmd,Seit Vorjahr-Heizung eingebaut,since prev year heating added
hbau4,mmd,Seit Vorjahr-neue Fenster eingebaut,since prev year new windows added
hbau5,mmd,Seit Vorjahr-sonst. groessere Massnahmen,since prev year other renovations
hbau6,mmd,Seit Vorjahr-keine Modernisierungen,since prev year no renovations
hbau7,mmd,Modernisierung auf Kosten von,Who Paid For Renovations
hbau8,mmd,Modernisierung durchgefuehrt von,Who Did The Renovations
hbau9,mmd,Seit Vorjahr-Waermedaemmung eingebaut,since prev year other thermal insulation
hbet1,chc,Verwandte,Carer: Relatives
hbet2,chc,"Freunde, Bekannte, Nachbarn","Carer: Friends, etc."
hbet3,chc,bezahlte Betr.person im HH,Carer: Paid Person in HH
hbet4,chc,Keine externe Betreuung,Carer: None
hbet5,paa,Tagesmutter ausserhalb HH,"Carer: Friends, etc."
hbet6,chc,Betreuung ausserh. HH.: Kosten pro Monat,External Care: Costs per Month
hbet7,chc,Keine Kosten, no costs
hbleib,iom,Inverse Bleibewahrscheinlichkeit 2012,Inverse Staying Probability 2012
hbuch,hoa,Anzahl Buecher im HH,Amt. Of Books In HH
hbuh,int,Uebersetzungshilfe beim Interview,interview translation device
hcf0013,fte,Hoehe monatlicher Heizkosten unbekannt,Cost Of heat Per Month unknown
hcf0014,fte,Hoehe der monatlichen Mietminderung,Ammount Of Rent Reduction Per Month
hcity,reg,Entfernung z. Zentrum d.n. Grossstadt,Distance To Nearest City Centre
hd,ide,Stichprobenzugehoerigkeit,SUBSAMPLE
hdag1,sas,"ALG II, Sozialgeld heute","Unemployment Subsidy II, Social Subsidy Today"
hdag2,sas,"ALG II, Sozialgeld heute Betrag","Unemployment Subsidy II, Social Subsidy, Amt."
hdatm,wim,Monat des Interviews,Month Of Interview
hdatmi,wim,Minute des Interviews,Minute Of Interview
hdatrep,int,Datenreport,Data Report
hdatst,wim,Stunde des Interviews,Hour Of Interview
hdatt,wim,Tag des Interviews,Day Of Interview
hdauer1,wim,Interviewdauer muendlich,Interview Length Oral
hdauer2,wim,Interviewdauer schriftlich,Interview Length Written
hdgs1,sas,"Alter,Erwerbsminderung heute",Age / Reduced Earning Capacity Today
hdgs2,sas,"Alter,Erwerbsminderung heute Betrag","Age / Reduced Earning Capacity, Amt."
hdkg1,cbe,Kindergeldbezug heute,Currently Receiving Child Benefit
hdkg2,cbe,Kindergeldbezug heute Betrag,"Child Benefit, Amount"
hdkg3,cbe,Anz. Kinder,Number Children
hdkz1,cbe,Kinderzuschlagbezug heute,currently receiving children's allowance benefit
hdkz2,cbe,Kinderzuschlagbezug heute Betrag,"children's allowance benefit, amount"
hdno,ltc,Pflegevers. Leistungen,Ill Family Members Support
hdpg1,ltc,Pflegevers. Leistungen,Ill Family Members Support
hdpg2,ltc,Pflegevers. Betrag,"Ill Family Members Support, Amount"
hdpv2,ltc,Pflegevers. Betrag,"Compulsory Long Term Care Insurance, Amount"
hdsh1,sas,Sozialhilfebezug heute,Social Assistance
hdsh2,sas,Sozialhilfebezug heute Betrag,"Social Assistance, Amount"
hdwg1,hal,Wohngeldbezug heute,Housing Assistance
hdwg2,hal,Wohngeldbezug heute Betrag,"Housing Assistance, Amount"
he01,fow,"Zins-,Tilgungszahlungen f Wohnung","Interest, Mortgage Payment For Dwelling"
he02,fow,"Monatl Zins-,Tilgungszahlungen",Interest And Mortgage Payment Per Month
he03,fow,Hoehe Instandhaltungskosten letzt.J,Maintenance Costs Previous Year
he04,fow,Hoehe Heizkosten letzt.J,Heat And Hot Water Costs Previous Year
he05,fow,Jaehrliche Nebenkosten in EURO,Other Costs Per Year
he06,fow,Wohngeld als Eigentuemer d. Wohnung,Housing Costs For Owner
he07,fow,"Wohngeld, Betrag pro Monat",Housing Costs Per Month
he08,fow,Beurteilung - finanzielle Belastung,Housing Costs Vs Comparable Dwellings
he09,fow,Geschaetzte Mietkosten,Estimated Amount Of Rent
he10,fow,Geschaetzte Mietkosten weiss nicht,Est. Amount Of Rent Do Not Know
he11,hal,"W.-Eigentumsfoerd. 03, Steuervorteil","Homeowner Assistance Prev. Year, Tax Deductible"
he12,hal,Freibetrag 03,Tax Deductible Amount Applied For Prev. Year
he13,hal,"Wohn-Eigentumsfoerd.,Eigenheimzulage Vorjahr","Homeowner Assistance Prev Year, Total Assistance"
he14,hal,Hoehe Foerderbetrag Vorjahr,amount total assistance applied prev year
he15,hal,keine W.-Eigentumsfoerderung 03,No Homeowner Assistance Prev. Year
he16,fte,Hoehe Stromkosten letztes Jahr,electricity costs precious year
hein1,paa,"Kinderkrippe, Kindergarten, Kindertageseinrichtung, Hort",pre-school
hein1s,paa,Stunden pro Tag in Betreuung,hours per day in care
hein3,paa,Allg. Schule,General Education System
hein4,paa,Keine dieser Schulen,None Of These Schools
hein5,paa,Mittagessen in Einrichtung,Lunch At The Facility
hein9,paa,Zeitliche Lage - ganztags,time of day of care
heink01,sue,Sehr schlechtes HH-Einkommen,Very Low Income
heink02,sue,Schlechtes HH-Einkommen,Low Income
heink03,sue,Immer noch ungenuegendes HH-Einkommen,Still Insufficient Income
heink04,sue,Gerade ausreichendes HH-Einkommen,Just Enough Income
heink05,sue,Gutes HH-Einkommen,Good Income
heink06,sue,Sehr gutes HH-Einkommen,Very Good Income
hen0ka,enu,Oel k.A.,Oil Item Nonresponse
hen1ka,enu,Gas k.A.,Gas Item Nonresponse
hen2ka,enu,Fernwaerme k.A.,District Heating Item Nonresponse
hen3ka,enu,Strom k.A.,"Electricity, Item Nonresponse"
hen4ka,enu,Solarenergie k.A.,"Solar Energy, Item Nonresponse"
hen5ka,enu,"Kohle,Holz k.A.","Coal, Wood, Item Nonresponse"
hen6ka,enu,Sonstiges k.A.,"Other, Item Nonresponse"
hena01,enu,Heizung mit Oel,Heat With Oil
hena02,enu,Warmwasser mit Oel,Heat Water With Oil
hena03,enu,Kochen mit Oel,Cook With Oil
hena11,enu,Heizung mit Gas,Heat With Gas
hena12,enu,Warmwasser mit Gas,Heat Water With Gas
hena13,enu,Kochen mit Gas,Cook With Gas
hena21,enu,Heizung mit Fernwarme,Heat With District Heating
hena22,enu,Warmwasser mit Fernwaerme,Heat Water With District Heating
hena31,enu,Heizung mit Strom,Heat With Electricity
hena32,enu,Warmwasser mit Strom,Heat Water With Electricity
hena33,enu,Kochen mit Strom,Cook With Electricity
hena34,enu,"Licht,Geraete mit Strom","Lights,Appliances With Electricity"
hena41,enu,Heizung mit Solarenerg,Heat With Solar Energy
hena42,enu,Warmwasser mit Solarenerg,Heat Water With Solar Energy
hena43,enu,Kochen mit Solarenerg,Cook With Solar Energy
hena44,enu,"Licht,Geraete mit Solarenerg","Lights, Appliances With Solar Energy"
hena51,enu,"Heizung mit Kohle,Holz","Heat With Coal, Wood"
hena52,enu,"Warmwasser mit Kohle,Holz","Heat Water With Coal, Wood"
hena53,enu,"Kochen mit Kohle,Holz","Cook With Coal, Wood"
hena61,enu,Heizung mit Sonstige,Heat With Other
hena62,enu,Warmwasser mit Sonstige,Heat Water With Other
hena63,enu,Kochen mit Sonstige,Cook With Other
henb01,enu,Monatliche Ausgaben fuer Oel,Monthly Exp. Oil
henb02,enu,Jaehrliche Ausgaben fuer Oel,Annual Exp. Oil
henb11,enu,Monatliche Ausgaben fuer Gas,Monthly Exp-Gas
henb12,enu,Jaehrliche Ausgaben fuer Gas,Annual Exp-Gas
henb21,enu,Montliche Ausgaben fuer Fernwaerme,Monthly Exp. District Heating
henb22,enu,Jaehrliche Ausgaben fuer Fernwaerme,Annual Exp. District Heating
henb31,enu,Montliche Ausgaben fuer Strom,Monthly Exp. Electricity
henb32,enu,Jaehrliche Ausgaben fuer Strom,Annual Exp. Electricity
henb51,enu,"Montliche Ausgaben fuer Kohle,Holz","Monthly Exp. Coal, Wood"
henb52,enu,"Jaehrliche Ausgaben fuer Kohle,Holz","Annual Exp. Coal, Wood"
henb61,enu,Montliche Ausgaben fuer Sonstige,Monthly Exp. Other
henb62,enu,Jaehrliche Ausgaben fuer Sonstige,Annual Exp. Other
herg1,int,Hauptb.Bearbeitungsergebnis,Survey Result Main Survey
herg2,int,"1.Nachb.,Bearbeitungsergebnis",Survey Result First Re-Survey
hergs,int,Schlusscode Bearbeitungsergebnis,"Household Survey Result, One Digit"
hergsz,int,Schlusscode Bearbeitungsergeb. 2-Steller,"Household Survey Result, Two Digits"
hergv,int,Bearbeitungsergergebnis Vorjahr,Survey Results Previous Year
hew1,own,Eigentuemerwechsel Vorjahr,change in ownership last year
hew2,oob,Eigentuemerwechsel Art,Type Of Change In Ownership
hew2a,own,Nicht mehr Eigentuemer,No Longer Owner
hew3,own,Eigentumerwerb durch,Means Of Ownership
hew4,own,Art der Verausserung,Type Of Ownership Transfer
hew6,own,Neuer Vermieter,"Still Tenant, New Owner"
hform,wim,Durchfuehrung der Befragung,Survey Instrument
hform1,int,Hauptb.Bearbeitungsform,Survey Type Main Survey
hform2,wim,"1.Nachb.,Bearbeitungsform",Survey Type First Re-Survey
hforms,wim,Schlusscode Bearbeitungsform,Result Of Survey
hformv,int,Bearbeitungsform Vorjahr,Type Of Survey Previous Year
hfuss01,reg,Entfernung z. Fuss z. Geschaefte,Walking Distance To Shops
hfuss02,reg,Entfernung z. Fuss z. Gaststaetten,"Walking Distance To Pubs, Bars, ETC."
hfuss03,reg,Entfernung z. Fuss z. Bank,Walking Distance To Bank
hfuss04,reg,Entfernung z. Fuss z. Hausarzt,Walking Distance To Doctor
hfuss05,reg,Entfernung z. Fuss z. Kindergarten,"Walking Distance To Nursery, Kindergarten"
hfuss06,reg,Entfernung z. Fuss z. Grundschule,Walking Distance To Primary School
hfuss07,reg,Entfernung z. Fuss z. Gymnasium,Walking Distance To Grammar School
hfuss08,reg,Entfernung z. Fuss z. Treffp f. Jugendl.,Walking Distance To Youth Meeting Place
hfuss09,reg,Entfernung z. Fuss z. Einricht. f. Alte,Walking Distance To Elderly Facility
hfuss10,reg,Entfernung z. Fuss z. Gruenanlagen,"Walking Distance To Public Park, Space"
hfuss11,reg,Entfernung z. Fuss z. Sportstaetten,Walking Distance To Sporting Facilities
hfuss12,reg,Entfernung z.Fuss z. oefftl.Verkehrsmittel,Walking Distance To Public Transport
hgr,fte,Beurteilung der Wohnungsgroesse,Adequacy Of Living Space In Housing Unit
hgruppe,ona,Gruppenzugehoerigkeit,Group Member
hh01,hoa,Farb-TV im HH,Color Television In HH
hh01a,hoa,Farb-TV (nein): Gruende,Color Television (No) Reasons
hh02,hoa,Telefon im HH,Telephone In HH yes/no
hh02a,hoa,Telefon: Gruende,Telephone In HH - reasons
hh03,hoa,Auto im HH,Car In HH
hh03a,hoa,Auto (nein): Gruende,Car (No) Reasons
hh03b,hoa,Anzahl Autos,Number Cars in HH
hh04,hoa,Neue Moebel,Usable Old Furniture In HH Replaced
hh04a,hoa,Neue Moebel (nein): Gruende,Furniture (No) Reasons
hh05,hoa,Haus in gutem Zustand,HH Building In Good Condition
hh05a,hoa,Hauszustand (nein): Gruende,No Good Building ConditionReasons
hh06,hoa,Gute Wohngegend,HH Located In Good Neighborhood
hh06a,hoa,Gute Wohngegend (nein): Gruende,Good Neighborhood (No) Reasons
hh07,hoa,Finanzielle Ruecklagen,Able To Put Money Away For Emergencies
hh07a,hoa,Ruecklagen (nein): Gruende,Money For Emergencies (No) Reasons
hh08,hoa,Urlaubsreise,Vacation Of At Least One Week Per Year
hh08a,hoa,Urlaubsreise (nein): Gruende,Vacation (No) Reasons
hh09,hoa,Einladung von Freunden zum Essen,Invite Friends For Dinner Once A Month
hh09a,hoa,Einladung (nein): Gruende,Invitation (No) Reasons
hh10,hoa,Warme Mahlzeit mind.alle zwei Tage,Hot Meal At Least Every Other Day
