"study","name","title","author","year","abstract","cite","type","studies","url","doi"
"soep-core",76,"Indicadores y conceptos de calidad de vida: su impacto en la formulacion de programas politicos","Gert G. Wagner",1987,,"Gert G. Wagner. 1987: Indicadores y conceptos de calidad de vida: su impacto en la formulacion de programas politicos, in Alfredo Keller (ed^.), Calidad de vida y cambio - Las reformas institucionales y la Opinión Pública. Caracas: Editorial Texto. 59–62","20 Book Section","SOEP-Core",,
"soep-core",75,"Drei Thesen zur ökonomischen Bedeutung von Dienstleistungen in einer demographisch alternden Gesellschaft","Gert G. Wagner",1987,,"Gert G. Wagner. 1987: Drei Thesen zur ökonomischen Bedeutung von Dienstleistungen in einer demographisch alternden Gesellschaft, in Deutsches Zentrum für Altersfragen (ed^.), Die ergraute Gesellschaft, Beiträge zur Gerontologie und Altenarbeit. Berlin: DZA. 308–321","20 Book Section","SOEP-Core",,
"soep-core",74,"Analysepotentiale und -grenzen der gegenwärtigen amtlichen und nicht-amtlichen Datenproduktion für einen ""Problemlösungsoperator Sozialwissenschaft""","Gert G. Wagner",1987,,"Gert G. Wagner. 1987: Analysepotentiale und -grenzen der gegenwärtigen amtlichen und nicht-amtlichen Datenproduktion für einen ""Problemlösungsoperator Sozialwissenschaft"", in Norbert Müller;Herbert Stachowiak (ed^.), Problemlösungsoperator Sozialwissenschaft, Band II. Stuttgart: Enke. 41–125","20 Book Section","SOEP-Core",,
"soep-core",73,"Bildung und Lebensgestaltung","Hubert Vorholt, Christof Helberger",1987,,"Hubert Vorholt, Christof Helberger. 1987: Bildung und Lebensgestaltung, in Statistisches Bundesamt in Zus.Arbeit mit dem Sfb 3 der Universitäten Frankfurt - Mannheim (ed^.), Datenreport 1987 - Zahlen und Fakten über die BRD. Bonn: Bundeszentrale für politische Bildung. 426–431","20 Book Section","SOEP-Core",,
"soep-core",72,"Die Situation von Privathaushalten mit pflegebedürftigen Haushaltsmitgliedern - Ansätze einer empirischen Analyse für die Bundesrepublik Deutschland","Reinhold Thiede",1986,,"Reinhold Thiede. 1986: Die Situation von Privathaushalten mit pflegebedürftigen Haushaltsmitgliedern - Ansätze einer empirischen Analyse für die Bundesrepublik Deutschland. Nachrichtendienst des Deutschen Vereins für öffentliche und private Fürsorge 66 (3), 123–130","04 Other Journal","SOEP-Core",,
"soep-core",71,"Umfang und Struktur der stillen Reserve auf dem Arbeitsmarkt - Eine Schätzung auf der Grundlage des Sozio-ökonomischen Panels","Michael Stobernack",1986,,"Michael Stobernack. 1986: Umfang und Struktur der stillen Reserve auf dem Arbeitsmarkt - Eine Schätzung auf der Grundlage des Sozio-ökonomischen Panels. Konjunkturpolitik 32 (4), 195–217","04 Other Journal","SOEP-Core",,
"soep-core",70,"Antrag auf Förderung für die vierte Forschungsphase 1988-1990","Sonderforschungsbereich 3",1987,,"Sonderforschungsbereich 3. 1987: Antrag auf Förderung für die vierte Forschungsphase 1988-1990. Frankfurt/M. - Mannheim: ","37 SFB-3/DIW Proposals","SOEP-Core",,
"soep-core",69,"Teilprojekt B-5, Das Sozio-ökonomische Panel, Bericht über die Forschungstätigkeit 1983-1985, Antrag auf Förderung der Forschungsphase 1986-1988","Sonderforschungsbereich 3",1985,,"Sonderforschungsbereich 3. 1985: Teilprojekt B-5, Das Sozio-ökonomische Panel, Bericht über die Forschungstätigkeit 1983-1985, Antrag auf Förderung der Forschungsphase 1986-1988. Frankfurt-Mannheim-Berlin: ","37 SFB-3/DIW Proposals","SOEP-Core",,
"soep-core",68,"Antrag auf Förderung des Projektes B-5, Das Sozio-ökonomische Panel","Sonderforschungsbereich 3",1982,,"Sonderforschungsbereich 3. 1982: Antrag auf Förderung des Projektes B-5, Das Sozio-ökonomische Panel. Frankfurt/M. - Mannheim: ","37 SFB-3/DIW Proposals",,,
"soep-core",67,"Stabilität und Mobilität am Arbeitsmarkt","Jürgen Schupp",1987,,"Jürgen Schupp. 1987: Stabilität und Mobilität am Arbeitsmarkt, in Statistisches Bundesamt in Zus.Arbeit mit dem Sfb 3 der Universitäten Frankfurt - Mannheim (ed^.), Datenreport 1987 - Zahlen und Fakten über die BRD. Bonn: Bundeszentrale für politische Bildung. 377–387","20 Book Section","SOEP-Core",,
"soep-core",66,"Das Sozio-ökonomische Panel - Ein Projekt für neue Wege der Indikatorenforschung?","Jürgen Schupp",1987,,"Jürgen Schupp. 1987: Das Sozio-ökonomische Panel - Ein Projekt für neue Wege der Indikatorenforschung?, in Jürgen Friedrichs (ed^.), 23. Deutscher Soziologentag 1986, Beiträge der Sektions- und Ad-Hoc-Gruppen. Opladen: Westdeutscher Verlag. 284–287","20 Book Section","SOEP-Core",,
"soep-core",64,"Systematischer Datenbankentwurf unter Beachtung temporaler Aspekte (Europäische Hochschulschriften, Dissertation)","Rudolf Grausam",1990,,"Rudolf Grausam. 1990: Systematischer Datenbankentwurf unter Beachtung temporaler Aspekte (Europäische Hochschulschriften, Dissertation). Frankfurt am Main et al.: Peter Lang. ","12 Published Dissertation","SOEP-Core",,
"soep-core",63,"Methodische Konzepte für die Hochrechnung von Panel-Daten","Ulrich Rendtel",1987,,"Ulrich Rendtel. 1987: Methodische Konzepte für die Hochrechnung von Panel-Daten. Vierteljahrshefte zur Wirtschaftsforschung 56 (4), 278–290","06 DIW Quarterly","SOEP-Core",,
"soep-core",62,"SOEP 1984 – Pretestbericht und Tabellen zum Befragungsjahr 1984 (Welle 1) des Sozio-oekonomischen Panels (vorläufige Fassung)","Infratest Sozialforschung Das Sozio-oekonomische Panel (SOEP)",2011,,"Infratest Sozialforschung Das Sozio-oekonomische Panel (SOEP). 2011: SOEP 1984 – Pretestbericht und Tabellen zum Befragungsjahr 1984 (Welle 1) des Sozio-oekonomischen Panels (vorläufige Fassung). SOEP Survey Papers 2: Series B. Berlin: DIW/SOEP","36 Infratest Report","Pretest","http://hdl.handle.net/10419/80379",
"soep-core",61,"Strukturen der Erwerbsbeteiligung","Rainer Pischner",1987,,"Rainer Pischner. 1987: Strukturen der Erwerbsbeteiligung, in Statistisches Bundesamt in Zus.Arbeit mit dem Sfb 3 der Universitäten Frankfurt - Mannheim (ed^.), Datenreport 1987 - Daten und Fakten über die BRD. Bonn: Bundeszentrale für politische Bildung. 288–395","20 Book Section","SOEP-Core",,
"soep-core",60,"Zur Entwicklung von Frauenerwerbstätigkeit und Geburtenhäufigkeit","Notburga Ott, Gabriele Rolf",1987,,"Notburga Ott, Gabriele Rolf. 1987: Zur Entwicklung von Frauenerwerbstätigkeit und Geburtenhäufigkeit. Sfb 3-Arbeitspapier Nr. 244. Frankfurt/M. - Mannheim: ","30 Discussion Paper","SOEP-Core",,
"soep-core",59,"Die Fortschreibung demographischer Prozesse mit dem Mikrosimulationsmodell des Sfb 3, Version 86.0","Notburga Ott",1986,,"Notburga Ott. 1986: Die Fortschreibung demographischer Prozesse mit dem Mikrosimulationsmodell des Sfb 3, Version 86.0. Sfb 3-Arbeitspapier Nr. 213. Frankfurt/M. - Mannheim: ","30 Discussion Paper","SOEP-Core",,
"soep-core",58,"Bevölkerungsentwicklung bis zum Jahr 2000 - Modellrechnungen mit der Version 86.0 des Mikrosimulationsmodells des Sfb 3","Notburga Ott",1986,,"Notburga Ott. 1986: Bevölkerungsentwicklung bis zum Jahr 2000 - Modellrechnungen mit der Version 86.0 des Mikrosimulationsmodells des Sfb 3. Sfb 3-Arbeitspapier Nr. 212. Frankfurt/M. - Mannheim: ","30 Discussion Paper","SOEP-Core",,
"soep-core",57,"Analysen zur Vergleichbarkeit von Zufriedenheitsmessungen","Hans-Michael Mohr",1987,,"Hans-Michael Mohr. 1987: Analysen zur Vergleichbarkeit von Zufriedenheitsmessungen. Zeitschrift für Sozialpsychologie (18), 160–168","04 Other Journal","SOEP-Core",,
"soep-core",56,"Subjektives Wohlbefinden - Wohlfahrtssurveys vs. Sozio-ökonomisches Panel","Hans-Michael Mohr",1987,,"Hans-Michael Mohr. 1987: Subjektives Wohlbefinden - Wohlfahrtssurveys vs. Sozio-ökonomisches Panel, in Jürgen Friedrichs (ed^.), 23. Deutscher Soziologentag 1986, Beiträge der Sektions- und Ad-hoc-Gruppen. Opladen: Westdeutscher Verlag. 288–291","20 Book Section","SOEP-Core",,
"soep-core",55,"Ausgewählte Aspekte zur wahrgenommenen Lebensqualität in der deutschen Wohnbevölkerung","Hans-Michael Mohr",1986,,"Hans-Michael Mohr. 1986: Ausgewählte Aspekte zur wahrgenommenen Lebensqualität in der deutschen Wohnbevölkerung. Sfb 3-Arbeitspapier Nr. 198. Frankfurt/M. - Mannheim: ","30 Discussion Paper","SOEP-Core",,
"soep-core",54,"Gesundheit","Harald Möhlmann, Pia Zollmann",1987,,"Harald Möhlmann, Pia Zollmann. 1987: Gesundheit, in Statistisches Bundesamt in Zus.Arbeit mit dem Sfb 3 der Universitäten Frankfurt - Mannheim (ed^.), Datenreport 1987 - Zahlen und Fakten über die BRD. Bonn: Bundeszentrale für politische Bildung. 432–441","20 Book Section","SOEP-Core",,
"soep-core",53,"Labor Force Participation, Market Wage Rate and Working Hours of Married and Unmarried Women in the Federal Republic of Germany - The Influence of Occupational Career, Transfers and other Socio-Economic Variables Based on the German Socio-Economic Panel","Joachim Merz",1987,,"Joachim Merz. 1987: Labor Force Participation, Market Wage Rate and Working Hours of Married and Unmarried Women in the Federal Republic of Germany - The Influence of Occupational Career, Transfers and other Socio-Economic Variables Based on the German Socio-Economic Panel. Sfb 3-Arbeitspapier Nr. 249. Frankfurt/M. - Mannheim: ","30 Discussion Paper","SOEP-Core",,
"soep-core",52,"Can Compensating Wage Differentials Explain Male-Female Wage Differences in the FRG?","Wilhem Lorenz, Joachim Wagner",1988,,"Wilhem Lorenz, Joachim Wagner. 1988: Can Compensating Wage Differentials Explain Male-Female Wage Differences in the FRG? Diskussionspapier Nr. 127. Hannover: Universität Hannover, Fachbereich Wirtschaftswissenschaften","30 Discussion Paper","SOEP-Core",,
"soep-core",51,"Das Sozio-ökonomische Panel (SÖP): Überprüfung der Repräsentativität von auf Haushaltsebene erhobenen Daten gegenüber Ein-Personen-Befragungsansätzen","Gisela Maag",1986,,"Gisela Maag. 1986: Das Sozio-ökonomische Panel (SÖP): Überprüfung der Repräsentativität von auf Haushaltsebene erhobenen Daten gegenüber Ein-Personen-Befragungsansätzen. Sfb 3-Arbeitspapier Nr. 215. Frankfurt/M. - Mannheim: ","30 Discussion Paper","SOEP-Core",,
"soep-core",50,"Einkommensfunktionen","Wilhelm Lorenz, Joachim Wagner",1988,,"Wilhelm Lorenz, Joachim Wagner. 1988: Einkommensfunktionen. Wirtschaftswissenschaftliches Studium (7), 357–360","04 Other Journal","SOEP-Core",,
"soep-core",49,"Gibt es kompensierende Lohndifferentiale in der Bundesrepublik Deutschland","Wilhelm Lorenz, Joachim Wagner",1988,,"Wilhelm Lorenz, Joachim Wagner. 1988: Gibt es kompensierende Lohndifferentiale in der Bundesrepublik Deutschland. Zeitschrift für Wirtschafts- und Sozialwissenschaften (ZWS) 108 (3), 371–381","04 Other Journal","SOEP-Core",,
"soep-core",48,"Kompensierende Lohndifferentiale","Wilhelm Lorenz, Joachim Wagner",1988,,"Wilhelm Lorenz, Joachim Wagner. 1988: Kompensierende Lohndifferentiale. Wirtschaftswissenschaftliches Studium (10), 515–518","04 Other Journal","SOEP-Core",,
"soep-core",47,"Berufskrankheiten und Arbeitseinkommen - Eine ökonometrische Untersuchung zur Theorie kompensierender Lohndifferentiale","Wilhelm Lorenz, Joachim Wagner",1987,,"Wilhelm Lorenz, Joachim Wagner. 1987: Berufskrankheiten und Arbeitseinkommen - Eine ökonometrische Untersuchung zur Theorie kompensierender Lohndifferentiale. Diskussionspapier Nr. 110. Hannover: Universität Hannover, Fachbereich Wirtschaftswissenschaften","30 Discussion Paper","SOEP-Core",,
"soep-core",46,"Kompensierende Lohndifferentiale in der Bundesrepublik Deutschland - Eine ökonometrische Untersuchung zur Bedeutung von Arbeitsunfallhäufigkeiten für das Arbeitseinkommen vollzeitbeschäftigter Männer","Wilhelm Lorenz, Joachim Wagner",1987,,"Wilhelm Lorenz, Joachim Wagner. 1987: Kompensierende Lohndifferentiale in der Bundesrepublik Deutschland - Eine ökonometrische Untersuchung zur Bedeutung von Arbeitsunfallhäufigkeiten für das Arbeitseinkommen vollzeitbeschäftigter Männer. Arbeitspapier Nr. 6. Paderborn: Arbeitskreis Sozialwissenschaftliche Arbeitsmarktforschung (SAMF)","30 Discussion Paper","SOEP-Core",,
"soep-core",45,"Die Komponentenzerlegung - Ein Verfahren zur Messung geschlechtsspezifischer Einkommensdiskriminierung","Wilhelm Lorenz, Manfred Vatthauer",1986,,"Wilhelm Lorenz, Manfred Vatthauer. 1986: Die Komponentenzerlegung - Ein Verfahren zur Messung geschlechtsspezifischer Einkommensdiskriminierung. Arbeitspapier Nr. 4. Paderborn: Arbeitskreis Sozialwissenschaftliche Arbeitsmarktforschung (SAMF)","30 Discussion Paper","SOEP-Core",,
"soep-core",44,"Die Wohnungsfragen im Sozio-ökonomischen Panel - Ergänzung des amtlichen Berichtssystems zum Wohnungssektor?","Herbert Lahmann",1984,,"Herbert Lahmann. 1984: Die Wohnungsfragen im Sozio-ökonomischen Panel - Ergänzung des amtlichen Berichtssystems zum Wohnungssektor? Vierteljahrshefte zur Wirtschaftsforschung 53 (4), 407–414","06 DIW Quarterly","SOEP-Core",,
"soep-core",43,"Empirische Befunde zu Fragen der Anrechnung von Kindererziehungszeiten im Rentenrecht","Ellen Kirner, Volker Meinhardt, Jürgen Schupp",1986,,"Ellen Kirner, Volker Meinhardt, Jürgen Schupp. 1986: Empirische Befunde zu Fragen der Anrechnung von Kindererziehungszeiten im Rentenrecht. Wochenbericht des DIW Berlin 53 (40), 507–511","05 DIW Weekly Report","SOEP-Core",,
"soep-core",42,"Unzureichende und ungleiche Anrechnung von Zeiten der Kindererziehung im Rentenrecht","Ellen Kirner, Volker Meinhardt, Jürgen Schupp",1986,,"Ellen Kirner, Volker Meinhardt, Jürgen Schupp. 1986: Unzureichende und ungleiche Anrechnung von Zeiten der Kindererziehung im Rentenrecht. Wochenbericht des DIW Berlin 53 (40), 501–506","05 DIW Weekly Report","SOEP-Core",,
"soep-core",41,"Strukturreform der gesetzlichen Rentenversicherung ohne Berücksichtigung des Wandels ökonomischer und gesellschaftlicher Strukturen? - Ansatzpunkte für ein umfassendes Konzept","Ellen Kirner, Hans-Jürgen Krupp",1987,,"Ellen Kirner, Hans-Jürgen Krupp. 1987: Strukturreform der gesetzlichen Rentenversicherung ohne Berücksichtigung des Wandels ökonomischer und gesellschaftlicher Strukturen? - Ansatzpunkte für ein umfassendes Konzept. Wochenbericht des DIW Berlin 54 (50), 661–666","05 DIW Weekly Report","SOEP-Core",,
"soep-core",40,"Hartz plus. Lohnsubventionen und Mindesteinkommen im Niedriglohnsektor","Klaus-Uwe Gerhardt",2006,,"Klaus-Uwe Gerhardt. 2006: Hartz plus. Lohnsubventionen und Mindesteinkommen im Niedriglohnsektor. Wiesbaden: VS Verlag für Sozialwissenschaften. ","11 Book",,,
"soep-core",39,"Immer mehr Frauen im Beruf - Zur längerfristigen Entwicklung des Erwerbsverhaltens von Frauen","Stefan Jäkel, Ellen Kirner",1987,,"Stefan Jäkel, Ellen Kirner. 1987: Immer mehr Frauen im Beruf - Zur längerfristigen Entwicklung des Erwerbsverhaltens von Frauen. Wochenbericht des DIW Berlin 54 (29), 393–402","05 DIW Weekly Report","SOEP-Core",,
"soep-core",38,"SOEP 1987 – Methodenbericht zum Befragungsjahr 1987 (Welle 4) des Sozio-oekonomischen Panels","Infratest Sozialforschung",2011,,"Infratest Sozialforschung. 2011: SOEP 1987 – Methodenbericht zum Befragungsjahr 1987 (Welle 4) des Sozio-oekonomischen Panels. SOEP Survey Papers 7: Series B. Berlin: DIW/SOEP","36 Infratest Report","SOEP-Core ","http://hdl.handle.net/10419/80363",
"soep-core",37,"SOEP 1988 – Pretestbericht zum Befragungsjahr 1988 (Welle 5) des Sozio-oekonomischen Panels (Zwischenbericht)","Infratest Sozialforschung",2011,,"Infratest Sozialforschung. 2011: SOEP 1988 – Pretestbericht zum Befragungsjahr 1988 (Welle 5) des Sozio-oekonomischen Panels (Zwischenbericht). SOEP Survey Papers 10: Series B. Berlin: DIW/SOEP","36 Infratest Report","Pretest","http://hdl.handle.net/10419/80395",
"soep-core",36,"SOEP 1988 – Pre-Pretestbericht zum Befragungsjahr 1988 (Welle 5) des Sozio-oekonomischen Panels (Erfahrungsbericht)","Infratest Sozialforschung",2011,,"Infratest Sozialforschung. 2011: SOEP 1988 – Pre-Pretestbericht zum Befragungsjahr 1988 (Welle 5) des Sozio-oekonomischen Panels (Erfahrungsbericht). SOEP Survey Papers 11: Series B. Berlin: DIW/SOEP","36 Infratest Report","Pretest","http://hdl.handle.net/10419/80366",
"soep-core",35,"SOEP 1986 – Methodenbericht zum Befragungsjahr 1986 (Welle 3) des Sozio-oekonomischen Panels","Infratest Sozialforschung",2011,,"Infratest Sozialforschung. 2011: SOEP 1986 – Methodenbericht zum Befragungsjahr 1986 (Welle 3) des Sozio-oekonomischen Panels. SOEP Survey Papers 5: Series B. Berlin: DIW/SOEP","36 Infratest Report","SOEP-Core ","http://hdl.handle.net/10419/80406",
"soep-core",34,"SOEP 1987 – Pretestbericht zum Befragungsjahr 1987 (Welle 4) des Sozio-oekonomischen Panels (Zwischenbericht)","Infratest Sozialforschung",2013,,"Infratest Sozialforschung. 2013: SOEP 1987 – Pretestbericht zum Befragungsjahr 1987 (Welle 4) des Sozio-oekonomischen Panels (Zwischenbericht). SOEP Survey Papers 142: Series B. Berlin: DIW/SOEP","36 Infratest Report","Pretest","http://hdl.handle.net/10419/81135",
"soep-core",33,"SOEP 1985 – Methodenbericht zum Befragungsjahr 1985 (Welle 2) des Sozio-oekonomischen Panels","Infratest Sozialforschung",2011,,"Infratest Sozialforschung. 2011: SOEP 1985 – Methodenbericht zum Befragungsjahr 1985 (Welle 2) des Sozio-oekonomischen Panels. SOEP Survey Papers 3: Series B. Berlin: DIW/SOEP","36 Infratest Report","SOEP-Core ","http://hdl.handle.net/10419/80420",
"soep-core",32,"SOEP 1986 – Pretestbericht zum Befragungsjahr 1986 (Welle 3) des Sozio-oekonomischen Panels (Zwischenbericht)","Infratest Sozialforschung",2011,,"Infratest Sozialforschung. 2011: SOEP 1986 – Pretestbericht zum Befragungsjahr 1986 (Welle 3) des Sozio-oekonomischen Panels (Zwischenbericht). SOEP Survey Papers 6: Series B. Berlin: DIW/SOEP","36 Infratest Report","Pretest","http://hdl.handle.net/10419/80403",
"soep-core",31,"SOEP 1984 – Methodenbericht zum Befragungsjahr 1984 (Welle 1) des Sozio-oekonomischen Panels","Infratest Sozialforschung",2011,,"Infratest Sozialforschung. 2011: SOEP 1984 – Methodenbericht zum Befragungsjahr 1984 (Welle 1) des Sozio-oekonomischen Panels. SOEP Survey Papers 1: Series B. Berlin: DIW/SOEP","36 SOEP Survey Papers","SOEP-Core ","http://hdl.handle.net/10419/80405",
