study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,range,concept,filter,goto,description,scripternotes,number,old.template.id,dataset,var_fix
soep-core,soep-core-2017-ll,83,81c1,4383,[C] 1. Die Beziehung …,,[C] 1. The relationship...,,txt,,,,,,,,81,,,
soep-core,soep-core-2017-ll,83,lpjc,4383,[C] – begann im Jahr,,[C] 1. Began in the year,,int,,,lpjc,,,,,81,,,
soep-core,soep-core-2017-ll,83,81c2,4383,[C] 2. Die Beziehung,,[C] 2. The relationship,,txt,,,,,,,,81,,,
soep-core,soep-core-2017-ll,83,lpend1c,4383,[C] – endete im Jahr,,[C] 2. Ended in the year,,int,,,lpend1c,,,,,81,,,
soep-core,soep-core-2017-ll,83,lpend2c,4383,[C] – und endete durch,,[C] 2. And ended by,,cat,915+,,lpend2c,,,,,81,,,
soep-core,soep-core-2017-ll,83,81c3,4383,[C] 3. Wohnen / Wohnten Sie zusammen?,,[C] 3. Do or did you live together?,,txt,,,,,,,,81,,,
soep-core,soep-core-2017-ll,83,lp2c,4383,[C] 3. Nein,,[C] 3. No,,bin,,,lp2c,,,,,81,,,
soep-core,soep-core-2017-ll,83,lpleb1c,4383,"[C] 3. Ja, zusammengezogen im Jahr",,"[B] 3. Yes, moved together in the year",,int,,,lpleb1c,,,,,81,,,
soep-core,soep-core-2017-ll,83,81c4,4383,[C] 4. Wohnen Sie noch zusammen?,,[C] 4. Do you still live together?,,txt,,,,,,,,81,,,
soep-core,soep-core-2017-ll,83,lpleb5c,4383,[C] 4. Ja,,[C] 4. Yes,,bin,,,lpleb5c,,,,,81,,,
soep-core,soep-core-2017-ll,83,lpleb3c,4383,"[C] 4. Nein, Ende des gemeinsamen Wohnens im Jahr",,"[C] 4. No, end of living together in the year",,int,,,lpleb3c,,,,,81,,,
soep-core,soep-core-2017-ll,83,81c5,4383,[C] 5. Sind / Waren Sie in dieser Beziehung verheiratet?,,[C] 5. Are / were you married in this relationship?,,txt,,,,,,,,81,,,
soep-core,soep-core-2017-ll,83,lehec,4383,[C] 5. Nein,,[C] 5. No,,bin,,,lehec,,,,,81,,,
soep-core,soep-core-2017-ll,83,lehe1c,4383,"[C] 5. Ja, wir haben geheiratet im Jahr",,"[C] 5. Yes, we married in the year",,int,,,lehe1c,,,,,81,,,
soep-core,soep-core-2017-ll,83,lehe2c,4383,[C] 6. Besteht diese Ehe noch?,,[C] 6. Does this marriage still exist?,,cat,1106+,,lehe2c,,,,,81,,,
soep-core,soep-core-2017-ll,83,lehe3c,4383,"[C] 6. Nein, die Ehe endete im Jahr",,"[C] 6. No, the marriage ended in the year",,int,,,lehe3c,,,,,81,,,
soep-core,soep-core-2017-ll,83,lp1d,4383,"D
Hatten Sie davor eine feste Beziehung?",,[D] Did you have a relationship before?,,cat,1+,,lp1d,,,,,81,,,
soep-core,soep-core-2017-ll,83,81d1,4383,[D] 1. Die Beziehung …,,[D] 1. The relationship ...,,txt,,,,,,,,81,,,
soep-core,soep-core-2017-ll,83,lpjd,4383,[D] – begann im Jahr,,[D] 1. Began in the year,,int,,,lpjd,,,,,81,,,
soep-core,soep-core-2017-ll,83,81d2,4383,[D] 2. Die Beziehung,,[D] 2. The relationship,,txt,,,,,,,,81,,,
soep-core,soep-core-2017-ll,83,lpend1d,4383,[D] 2. endete im Jahr,,[D] 2. Ended in the year,,int,,,lpend1d,,,,,81,,,
soep-core,soep-core-2017-ll,83,lpend2d,4383,[D] 2. und endete durch,,[D] 2. And ended by,,cat,915+,,lpend2d,,,,,81,,,
soep-core,soep-core-2017-ll,83,81d3,4383,[D] 3. Wohnen / Wohnten Sie zusammen?,,[D] 3. Do or did you live together?,,txt,,,,,,,,81,,,
soep-core,soep-core-2017-ll,83,lp2d,4383,[D] 3. Nein,,[D] 3. No,,bin,,,lp2d,,,,,81,,,
soep-core,soep-core-2017-ll,83,lpleb1d,4383,"[D] 3. Ja, zusammengezogen im Jahr",,"[D] 3. Yes, moved together in the year",,int,,,lpleb1d,,,,,81,,,
soep-core,soep-core-2017-ll,83,81d4,4383,[D] 4. Wohnen Sie noch zusammen?,,[D] 4. Do you still live together?,,txt,,,,,,,,81,,,
soep-core,soep-core-2017-ll,83,lpleb5d,4383,[D] 4. Ja,,[D] 4. Yes,,bin,,,lpleb5d,,,,,81,,,
soep-core,soep-core-2017-ll,83,lpleb3d,4383,"[D] 4. Nein, Ende des gemeinsamen Wohnens im Jahr",,"[D] 4. No, end of living together in the year",,int,,,lpleb3d,,,,,81,,,
soep-core,soep-core-2017-ll,83,81d5,4383,[D] 5. Sind / Waren Sie in dieser Beziehung verheiratet?,,[D] 5. Are / were you married in this relationship?,,txt,,,,,,,,81,,,
soep-core,soep-core-2017-ll,83,lehed,4383,[D] 5. Nein,,[D] 5. No,,bin,,,lehed,,,,,81,,,
soep-core,soep-core-2017-ll,83,lehe1d,4383,"[D] 5. Ja, wir haben geheiratet im Jahr",,"[D] 5. Yes, we married in the year",,int,,,lehe1d,,,,,81,,,
soep-core,soep-core-2017-ll,83,lehe2d,4383,[D] 6. Besteht diese Ehe noch?,,[D] 6. Does this marriage still exist?,,cat,1106+,,lehe2d,,,,,81,,,
soep-core,soep-core-2017-ll,83,lehe3d,4383,"[D] 6. Nein, die Ehe endete im Jahr",,"[D] 6. No, the marriage ended in the year",,int,,,lehe3d,,,,,81,,,
soep-core,soep-core-2017-ll,B7,1,4683,Durchführung des Interviews,,Realisation of the interview,,sec1,,,,,,,,,,,
soep-core,soep-core-2017-ll,A,1,4384,Welches Datum haben wir heute und um wie viel Uhr haben Sie den Fragebogen beendet?,,What date do we have today and at which time have you finished your survey?,,txt,,,,,,,,A,,,
soep-core,soep-core-2017-ll,A,ldatt,4384,Tag,,Day,,int,,,ldatt,,,,,A,,,
soep-core,soep-core-2017-ll,A,ldatm,4384,Monat,,Month,,int,,,ldatm,,,,,A,,,
soep-core,soep-core-2017-ll,A,ldatst,4384,Stunde,,Hour,,int,,,ldatst,,,,,A,,,
soep-core,soep-core-2017-ll,A,ldatmi,4384,Minute,,Minute,,int,,,ldatmi,,,,,A,,,
soep-core,soep-core-2017-ll,B,lform,4385,Wie wurde die Befragung durchgeführt?,,How was the interview conducted?,,cat,1107+,,lform,,,,,B,,,
soep-core,soep-core-2017-ll,C,1,4386,Interviewdauer:,,Duration of the interview:,,txt,,,,,,,,C,,,
soep-core,soep-core-2017-ll,C,ldauer1,4386,Das mündliche (Teil-)Interview dauerte … Minuten,,The oral (complete or partial) interview lasted … minutes,,int,,,ldauer1,,,,,C,,,
soep-core,soep-core-2017-ll,C,ldauer2,4386,Befragter brauchte zum Selbstausfüllen … Minuten,(bitte erfragen),Length in minutes written interview,please enter:,int,,,ldauer2,,,,,C,,,
soep-core,soep-core-2017-ll,D,ltext,4387,Sonstige Hinweise:,,Other notes:,,chr,,,ltext,,,,,D,,,
soep-core,soep-core-2017-ll,INT,1,4388,Vielen Dank für Ihre Mitarbeit!,,Thank you for your participation!,,txt,,,,,,,,,,,
soep-core,soep-core-2017-ll,INT,listnr,4388,Listen-Nr.,,List. No.,,int,,,listnr,,,,,,,,
soep-core,soep-core-2017-ll,INT,lfdnr,4388,Lfd. Nr.,,Lfd. No.,,int,,,lfdnr,,,,,,,,
soep-core,soep-core-2017-ll,INT,lintnr,4388,Abrechnungs-Nummer,,Deduction No.,,int,,,lintnr,,,,,,,,
soep-core,soep-core-2017-p-m12,Intro,1,8562,"Dieser Fragebogen richtet sich an alle Personen im Haushalt, die 1999 und früher geboren sind.

Ihre Mitarbeit ist freiwillig. Die wissenschaftliche Aussagekraft dieser Untersuchung hängt aber entscheidend von der Mitarbeit aller Personen in allen Haushalten ab.

Darum bitten wir Sie herzlich,

- unserem Mitarbeiter dieses Interview zu gewähren

- oder den Fragebogen sorgfältig selbst auszufüllen.",,"The questions contains in this questionnaire are for all household members who were born in or before 1999.

Your participation is voluntary, but the scientific relevance of this study depends crucially on the participation of every member of every household.

We therefore cordially request that you either

-allow our staff member to interview you

or

-carefully fill out this questionnaire yourself.",,txt,,,,,,,,0,,,
soep-core,soep-core-2017-p-m12,0,1,13787,Bitte vor Übergabe unbedingt eintragen lt. Adressprotokoll,,Please enter according to address protocol.,,txt,,,,,,,,0,,,
soep-core,soep-core-2017-p-m12,0,hnr,13787,Nr. des Haushalts:,,Nr. of household,,int,,,hnr,,,,,0,,,
soep-core,soep-core-2017-p-m12,0,name,13787,Vorname der Befragungsperson:,Bitte in Druckbuchstaben,First name of interviewed person:,Please print,chr,,,name,,,,,0,,,
soep-core,soep-core-2017-p-m12,0,pnr,13787,Personen Nr.:,,Person nr.:,,int,,,pnr,,,,,0,,,
soep-core,soep-core-2017-p-m12,0,2,13787,Geburtsdatum und Geschlecht der Befragungsperson,,"Year and month of birth, sex of the interviewed person:",,txt,,,,,,,,0,,,
soep-core,soep-core-2017-p-m12,0,ppgebta,13787,Tag,,Day,,int,,,ppgebta,,,,,,,,
soep-core,soep-core-2017-p-m12,0,ppgebmo,13787,Monat,,Month,,int,,,ppgebmo,,,,,0,,,
soep-core,soep-core-2017-p-m12,0,ppgeb,13787,Jahr,,Year,,int,,,ppgeb,,,,,0,,,
soep-core,soep-core-2017-p-m12,0,psex,13787,,,,,cat,869+,,psex,,,,,0,,,
soep-core,soep-core-2017-p-m12,B1,1,8366,Ihre Lebenssituation heute,,Your current life situation,,sec1,,,,,,,,,,,
soep-core,soep-core-2017-p-m12,1,1,13788,Wie zufrieden sind Sie gegenwärtig mit den folgenden Bereichen Ihres Lebens?,"Bitte kreuzen Sie für jeden Bereich auf der Skala einen Wert an:
Wenn Sie ganz und gar unzufrieden sind, den Wert ""0"",
wenn Sie ganz und gar zufrieden sind, den Wert ""10"".
Wenn Sie teils zufrieden/teils unzufrieden sind, einen Wert dazwischen.",How satisfied are you today with the following areas of your life?,"Please answer on a scale from 0 to 10,
where 0 means completely dissatisfied
and 10 means completely satisfied.",txt,,,,,,,,1,,,
soep-core,soep-core-2017-p-m12,1,2,13788,Wie zufrieden sind Sie ...,,How satisfied are you with ...,,txt,,,,,,,,,,,
soep-core,soep-core-2017-p-m12,1,pzuf01,13788,mit Ihrer Gesundheit?,,With your health?,,cat,383+,,pzuf01,,,,,1,,,
soep-core,soep-core-2017-p-m12,1,pzuf20,13788,mit Ihrem Schlaf?,,With your sleep?,,cat,383+,,pzuf20,,,,,1,,,
soep-core,soep-core-2017-p-m12,1,pzuf02,13788,(falls Sie erwerbstätig sind) mit Ihrer Arbeit?,,(if employed) With your job?,,cat,383+,,pzuf02,,,,,1,,,
soep-core,soep-core-2017-p-m12,1,pzuf03,13788,(falls Sie im Haushalt tätig sind) mit Ihrer Tätigkeit im Haushalt?,,(if you are a homemaker) With your work in the home?,,cat,383+,,pzuf03,,,,,1,,,
soep-core,soep-core-2017-p-m12,1,pzuf04,13788,mit dem Einkommen Ihres Haushalts?,,With your household income?,,cat,383+,,pzuf04,,,,,1,,,
soep-core,soep-core-2017-p-m12,1,pzuf05,13788,mit Ihrem persönlichen Einkommen?,,With your personal income?,,cat,383+,,pzuf05,,,,,1,,,
soep-core,soep-core-2017-p-m12,1,pzuf07,13788,mit Ihrer Wohnung?,,With your dwelling?,,cat,383+,,pzuf07,,,,,1,,,
soep-core,soep-core-2017-p-m12,1,pzuf08,13788,mit Ihrer Freizeit?,,With your leisure time?,,cat,383+,,pzuf08,,,,,1,,,
soep-core,soep-core-2017-p-m12,1,pzuf09,13788,(falls Sie Kinder im Vorschulalter haben) mit den vorhandenen Möglichkeiten der Kinderbetreuung?,,(if you have small children) With the childcare available?,,cat,383+,,pzuf09,,,,,1,,,
soep-core,soep-core-2017-p-m12,1,pzuf13,13788,mit Ihrem Familienleben?,,With your family life?,,cat,383+,,pzuf13,,,,,1,,,
soep-core,soep-core-2017-p-m12,1,pzuf23,13788,mit der Wohngegend hier?,,With the dwelling area?,,cat,383+,,pzuf23,,,,,1,,,
soep-core,soep-core-2017-p-m12,1,pzuf16,13788,"mit der Krankenversicherung, der Arbeitslosen-, der Renten- und der Pflegeversicherung in der Bundesrepublik, also mit dem, was man das Netz der sozialen Sicherung nennt?",,"- with health insurance,
the unemployed, the pension and the
the long-term care insurance in the Federal Republic,
also with that, that was one
Social Security Network is not coming?",,cat,383+,,pzuf16,,,,,,,,
soep-core,soep-core-2017-p-m12,2,1,4150,"Ich lese Ihnen eine Reihe von Gefühlen vor. Geben Sie bitte jeweils an, wie häufig oder selten Sie dieses Gefühl in den letzten vier Wochen erlebt haben.

Wie oft haben Sie sich ...",,"I will now read off a number of feelings. For each one, please state
how often you experienced this feeling in the last four weeks. How often have you felt …",,txt,,,,,,,,2,,,
soep-core,soep-core-2017-p-m12,2,pgef1,4150,ärgerlich gefühlt?,,angry?,,cat,27+,,pgef1,,,,,2,,,
soep-core,soep-core-2017-p-m12,2,pgef2,4150,ängstlich gefühlt?,,worried?,,cat,27+,,pgef2,,,,,2,,,
soep-core,soep-core-2017-p-m12,2,pgef3,4150,glücklich gefühlt?,,happy?,,cat,27+,,pgef3,,,,,2,,,
soep-core,soep-core-2017-p-m12,2,pgef4,4150,traurig gefühlt?,,sad?,,cat,27+,,pgef4,,,,,2,,,
soep-core,soep-core-2017-p-m12,3,pgwert,4151,"Haben Sie das Gefühl, dass das, was Sie in Ihrem Leben machen, wertvoll und nützlich ist? ","Antworten Sie bitte anhand der folgenden Skala: 
der Wert 0 bedeutet: ""überhaupt nicht wertvoll und nützlich"" und der Wert 10: ""vollkommen wertvoll und nützlich"". 
Mit den Werten dazwischen können Sie Ihre Einschätzung abstufen. ",Do you feel that what you are doing in your life is valuable and useful?,"Please answer according to the following scale:
a value 0 means: ""not at all valuable and useful"" a value of 10 means: ""completely valuable and useful"".
With the numbers in between, you can estimate your grade.",cat,1036+,,pgwert,,,,,3,,,
soep-core,soep-core-2017-p-m12,4,1,6428,"Stellen Sie sich vor, Sie bekommen unerwartet 10.000 Euro geschenkt.
Wie würden Sie dieses Geld verwenden? Wie viel davon würden Sie sparen,
wie viel verschenken und wie viel ausgeben?
Sie können den Betrag entweder aufteilen oder nur für einen Zweck verwenden.",,"Imagine that you are unexpectedly given 10,000 euros.
How would you use this money? How much would you save
how much to give and how much to spend?
You can split the amount or use it for one purpose only",,txt,,,,,,,,,,,
soep-core,soep-core-2017-p-m12,4,pgift1,6428,Sparen: … Euro,,Save:...euros,,int,,,pgift1,,,,,,,,
soep-core,soep-core-2017-p-m12,4,pgift2,6428,Verschenken: … Euro,,Donate:...euros,,int,,,pgift2,,,,,,,,
soep-core,soep-core-2017-p-m12,4,pgift3,6428,Ausgeben: … Euro,,Expend: ...euros,,int,,,pgift3,,,,,,,,
soep-core,soep-core-2017-p-m12,5,prisk,4152,"Wie schätzen Sie sich persönlich ein:
 Sind Sie im Allgemeinen ein risikobereiter Mensch oder versuchen Sie, Risiken zu vermeiden? ","Bitte kreuzen Sie ein Kästchen auf der Skala an, wobei 
der Wert 0 bedeutet: ""gar nicht risikobereit"" und der Wert 10: ""sehr risikobereit"". 
Mit den Werten dazwischen können Sie Ihre Einschätzung abstufen. ",Are you generally a person who is willing to take risks or do you try to avoid taking risks?,"Please tick a box on the scale, where the value 0 means not at all willing to take risks and the value 10 means very willing to take risks",cat,1037+,,prisk,,,,,4,,,
soep-core,soep-core-2017-p-m12,6,1,8564,Was würden Sie sagen: Wie viele enge Freunde haben Sie?,,What would you say: How many close friends do you have?,,txt,,,,,,,,,,,
soep-core,soep-core-2017-p-m12,6,pbez06,8564,enge Freunde,,close friends,,int,,,pbez06,,,,,,,,
soep-core,soep-core-2017-p-m12,6,pbezkol,8564,davon Kollegen,,number of those who are also co-workers,,int,,,pbezkol,,,,,,,,
soep-core,soep-core-2017-p-m12,7,1,6808,"Wie oft haben Sie das Gefühl, ... ",,How often do you ...,,txt,,,,,,,,,,,
soep-core,soep-core-2017-p-m12,7,pgef5,6808,dass Ihnen die Gesellschaft anderer fehlt?,,miss the company of other people?,,cat,1194+,,pgef5,,,,,,,,
soep-core,soep-core-2017-p-m12,7,pgef6,6808,außen vor zu sein?,,feel left out?,,cat,1194+,,pgef6,,,,,,,,
soep-core,soep-core-2017-p-m12,7,pgef7,6808,dass Sie sozial isoliert sind?,,feel socially isolated?,,cat,1194+,,pgef7,,,,,,,,
soep-core,soep-core-2017-p-m12,7a,1,14504,Was würden Sie sagen: Trifft der jeweilige Satz auf Sie zu?,,What would you say: Do the following sentences apply to you?,,txt,,,,,,,,,,,
soep-core,soep-core-2017-p-m12,7a,peig1,14504,Mein erster Eindruck von Menschen stellt sich gewöhnlich als richtig heraus,,My first impression of people usually turns out to be right,,cat,1+,,peig1,,,,,,,,
soep-core,soep-core-2017-p-m12,7a,peig2,14504,Ich bin mir oft unsicher in meinem Urteil,,I am often unsure about my judgements,,cat,1+,,peig2,,,,,,,,
soep-core,soep-core-2017-p-m12,7a,peig3,14504,"Ich weiß immer genau, wieso ich etwas mag",,I always know exactly why I like something,,cat,1+,,peig3,,,,,,,,
soep-core,soep-core-2017-p-m12,7a,peig4,14504,Ich habe schon mal zu viel Wechselgeld zurück bekommen und nichts gesagt,,It has happened before that I received too much change and didn’t say anything,,cat,1+,,peig4,,,,,,,,
soep-core,soep-core-2017-p-m12,7a,peig5,14504,Ich bin immer ehrlich zu anderen,,I am always honest with others,,cat,1+,,peig5,,,,,,,,
soep-core,soep-core-2017-p-m12,7a,peig6,14504,Ich habe gelegentlich mal jemanden ausgenutzt,,I have occasionally taken advantage of another person,,cat,1+,,peig6,,,,,,,,
soep-core,soep-core-2017-p-m12,8,1,6792,"Hier sind unterschiedliche Eigenschaften, die eine Person haben kann. Wahrscheinlich werden einige Eigenschaften auf Sie persönlich voll zutreffen und andere überhaupt nicht. Bei wieder anderen sind Sie vielleicht unentschieden. ",Antworten Sie bitte anhand der folgenden Skala. Der Wert 1 bedeutet: trifft überhaupt nicht zu.Der Wert 7 bedeutet: trifft voll zu.Mit den Werten zwischen 1 und 7 können Sie Ihre Meinung abstufen.,People can have many different qualities—some are listed below. You will probably find that some of these descriptions fit you completely and that some do not fit you at all. Others may fit to a certain extent.,"Please answer on a scale from 1 to 7, where 1 means ""does not describe me at all"", and 7 meaning ""describes me perfectly"".",txt,,,,,,,,,,,
soep-core,soep-core-2017-p-m12,8,2,6792,"Ich bin jemand, der ... ",,I am:,,txt,,,,,,,,,,,
soep-core,soep-core-2017-p-m12,8,pego01,6792,gründlich arbeitet,,a thorough worker,,cat,1574+,,pego01,,,,,,,,
soep-core,soep-core-2017-p-m12,8,pego02,6792,"kommunikativ, gesprächig ist",,"communicative, talkative",,cat,1574+,,pego02,,,,,,,,
soep-core,soep-core-2017-p-m12,8,pego03,6792,manchmal etwas grob zu anderen ist,,sometimes somewhat rude to others,,cat,1574+,,pego03,,,,,,,,
soep-core,soep-core-2017-p-m12,8,pego04,6792,"originell ist, neue Ideen einbringt",,"original, someone who comes up with new ideas",,cat,1574+,,pego04,,,,,,,,
soep-core,soep-core-2017-p-m12,8,pego05,6792,sich oft Sorgen macht,,a worrier,,cat,1574+,,pego05,,,,,,,,
soep-core,soep-core-2017-p-m12,8,pego06,6792,verzeihen kann,,forgiving,,cat,1574+,,pego06,,,,,,,,
soep-core,soep-core-2017-p-m12,8,pego07,6792,eher faul ist,,somewhat lazy,,cat,1574+,,pego07,,,,,,,,
soep-core,soep-core-2017-p-m12,8,pego08,6792,"aus sich herausgehen kann, gesellig ist",,"outgoing, sociable",,cat,1574+,,pego08,,,,,,,,
soep-core,soep-core-2017-p-m12,8,pego09,6792,"künstlerische, ästhetische Erfahrungen schätzt",,"someone who values artistic, aesthetic experiences",,cat,1574+,,pego09,,,,,,,,
soep-core,soep-core-2017-p-m12,8,pego10,6792,leicht nervös wird,,nervous,,cat,1574+,,pego10,,,,,,,,
soep-core,soep-core-2017-p-m12,8,pego11,6792,Aufgaben wirksam und effizient erledigt,,effective and efficient in completing tasks,,cat,1574+,,pego11,,,,,,,,
soep-core,soep-core-2017-p-m12,8,pego12,6792,zurückhaltend ist.,,reserved,,cat,1574+,,pego12,,,,,,,,
soep-core,soep-core-2017-p-m12,8,pego13,6792,rücksichtsvoll und freundlich mit anderen umgeht,,considerate and kind to others,,cat,1574+,,pego13,,,,,,,,
soep-core,soep-core-2017-p-m12,8,pego14,6792,"eine lebhafte Phantasie, Vorstellungen hat",,imaginative,,cat,1574+,,pego14,,,,,,,,
soep-core,soep-core-2017-p-m12,8,pego15,6792,"entspannt ist, mit Stress gut umgehen kann",,"relaxed, able to deal with stress",,cat,1574+,,pego15,,,,,,,,
soep-core,soep-core-2017-p-m12,8,pego16,6792,wissbegierig ist,,eager for knowledge,,cat,1574+,,pego16,,,,,,,,
soep-core,soep-core-2017-p-m12,9,0,4157,"Wie sieht gegenwärtig Ihr normaler Alltag aus?
Wie viele Stunden pro Tag entfallen bei Ihnen an einem durchschnittlichen Werktag, an einem typischen Samstag und an einem typischen Sonntag auf die folgenden Tätigkeiten?","Bitte nur ganze Stunden angeben.
Falls nicht zutreffend, bitte ""0"" eintragen!","What is a typical day like for you? How many hours do you spend on the following activities on a typical weekday, Saturday, and Sunday? ",Please give only whole hours. Use zero if the activity does not apply!,txt,,,,,,,,,,,
