"concept","topic","topic_prefix","label_de","label","label_old","label_de_old"
"item_4661","T0707030000000000","fah","Aktueller Aufenthaltsort der Mutter","Current residence of Mother","Family history","Familienbiographie"
"item_4662","T0707030000000000","fah","Zeitpunkt des Updates - VAORTAKT","Year of Update of VAORTAKT","Family history","Familienbiographie"
"item_4663","T0707030000000000","fah","Zeitpunkt des Updates - MAORTAKT","Year of Update of MAORTAKT","Family history","Familienbiographie"
"item_47","T0201040000000000","eha","Erwerbsbiographie seit dem 15. Lebensjahr auf Jahresbasis (Spelldaten)","Employment history since the age of 15 on an annual basis (spell data)","Employment history since the age of 15 on an annual basis (spell data)","Erwerbsbiographie seit dem 15. Lebensjahr auf Jahresbasis (Spelldaten)"
"item_4791","T0501100000000000","chh","Geburtsmonat des Kindes","Child, Month of Birth","Child's health","Gesundheit des Kindes"
"item_4792","T0501100000000000","chh","Geburtsjahr des Kindes","Child, Year of Birth","Child's health","Gesundheit des Kindes"
"item_4793","T0501100000000000","chh","Alter des Kindes in Mon. z. Ztpkt. d. Befr.","Age of Child (in Months) At Time of Survey","Child's health","Gesundheit des Kindes"
"item_4794","T0501100000000000","chh","Gewicht des Kindes in Kilo","Child, Weight In kg","Child's health","Gesundheit des Kindes"
"item_4795","T0501100000000000","chh","Groesse des Kindes in cm","Child, Height In cm","Child's health","Gesundheit des Kindes"
"item_4796","T0501100000000000","chh","Keine Einschraenken, Stoerungen, Behinderungen","No limitations","Child's health","Gesundheit des Kindes"
"item_4797","T0502060000000000","hcc","Anzahl aerztl. Hilfe i. d. letzten 3 Monaten","Child, Medical Care: No. Of Times Last 3 Months","Health care for children","Gesundheitsversorgung von Kindern"
"item_4798","T0502060000000000","hcc","Dauer Krankenhausaufent. i. d. letzten 12 Mon. in Tg","Child, Length Of Hospital Stays Last 12 Months In Days","Health care for children","Gesundheitsversorgung von Kindern"
"item_4799","T0610020100000000","chc","Betreuung durch Partner (in h/woche)","Cared For By Spouse/Partner: (Hrs/Wk)","Childcare","Kinderbetreuung"
"item_48","T0406040000000000","ebc","Erfahrungen bei der Geburt eines Kindes","Experiences with the birth of a child","Experiences with the birth of a child","Erfahrungen bei der Geburt eines Kindes"
"item_4800","T0610020100000000","chc","Betreuung durch Vater des Kindes (in h/woche)","Cared For By Childs Father (If Not Resident Of Same Household) (Hrs/Wk)","Childcare","Kinderbetreuung"
"item_4801","T0610020100000000","chc","Betreuung durch Grosseltern des Kindes (in h/woche)","Cared For By Grandparents: (Hrs/Wk)","Childcare","Kinderbetreuung"
"item_4802","T0610020100000000","chc","Betreuung durch aeltere Geschwister (in h/woche)","Cared For By Older Siblings: Hrs Per Wk","Childcare","Kinderbetreuung"
"item_4803","T0610020100000000","chc","Betreuung durch andere Verwandte (in h/woche)","Cared For By Other Relatives: Hrs Per Wk","Childcare","Kinderbetreuung"
"item_4804","T0610020100000000","chc","Betreuung durch Tagesmutter (ausser Haus) (in h/woche)","Cared for In Family Day Care (Hrs/Wk)","Childcare","Kinderbetreuung"
"item_4805","T0610020100000000","chc","Betreuung durch Kinderfrau (im HH) (in h/woche)","Cared For By A Nanny or Other In-Home Daycare Provider (Hrs/Wk)","Childcare","Kinderbetreuung"
"item_4806","T0610020100000000","chc","Betreuung durch Krippe,Kindergarten,Kita (in h/woche)","Cared For At A Daycare Center (Hrs/Wk)","Childcare","Kinderbetreuung"
"item_4807","T0610020100000000","chc","Betreuung durch andere (in h/woche)","Cared For By Others (Hrs/Wk)","Childcare","Kinderbetreuung"
"item_4808","T0610020100000000","chc","Betreuung ausschliesslich durch befragte Person","Cared For Solely By Respondent","Childcare","Kinderbetreuung"
"item_4809","T0704020000000000","aad","Kind meist froehlich ,zufrieden","Child Usually Happy, Content","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4810","T0704020000000000","aad","Kind leicht erregbar,weint haeufig","Child Irritable / Cries Frequently","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4811","T0704020000000000","aad","Kind schwer zu troesten","Child Difficult To Console When Crying","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4812","T0704020000000000","aad","Kind neugierig,aktiv","Child Curious, Active","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4813","T0704020000000000","aad","Kind gespraechig, redet gern","Child Communicative And Talkative","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4814","T0704020000000000","aad","Kind zeigt Mitgefuehl, wenn andere traurig sind","Child Shows Empathy When Others Are Sad","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4815","T0704020000000000","aad","Gesundheit des Kindes macht Sorgen","Worried About Childs Health","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4816","T0704010000000000","paa","Haeufigkeit(Vor-)Singen Kinderlieder letzte 14 Tage","Singing Childrens Songs To/With Child - No. Of Times During Last 14 Days","Participation and activities","Teilnahme und Aktivitaeten"
"item_4817","T0704010000000000","paa","Haeufigkeit Spaziergaenge an frischer Luft letzte 14 Tage","Taking Walks Outdoors, No. Of Times During Last 14 Days","Participation and activities","Teilnahme und Aktivitaeten"
"item_4818","T0704010000000000","paa","Haeufigkeit Malen,Basteln letzte 14 Tage","Painting or Doing Arts and Crafts - No. Of Times During Last 14 Days","Participation and activities","Teilnahme und Aktivitaeten"
"item_4819","T0704010000000000","paa","Haeufigkeit Geschichten vorlesen,erzaehlen letzte 14 Tage","Reading or Telling Stories - No. Of Times During Last 14 Days","Participation and activities","Teilnahme und Aktivitaeten"
"item_4820","T0704010000000000","paa","Haeufigkeit Bilderbuecher anschauen letzte 14 Tage","Looking At Picture Books -No. Of Times During Last 14 Days","Participation and activities","Teilnahme und Aktivitaeten"
"item_4821","T0704010000000000","paa","Haeufigkeit zum Spielplatz gehen letzte 14 Tage","Going To Playground - No. Of Times During Last 14 Days","Participation and activities","Teilnahme und Aktivitaeten"
"item_4822","T0704010000000000","paa","Haeufigkeit Besuch bei anderen Familien letzte 14 Tage","Visiting Other Families with Children - No. Of Times During Last 14 Days","Participation and activities","Teilnahme und Aktivitaeten"
"item_4823","T0704010000000000","paa","Haeufigkeit einkaufen gehen letzte 14 Tage","Going Shopping with Child - No. Of Times During Last 14 Days","Participation and activities","Teilnahme und Aktivitaeten"
"item_4824","T0704010000000000","paa","Haeufigkeit zusammen Video,TV anschauen letzte 14 Tage","Watching Television or Videos with Child - No. Of Times During Last 14 Days","Participation and activities","Teilnahme und Aktivitaeten"
"item_4825","T0704010000000000","paa","Darf das Kind allein Fernsehen,Video schauen","Child Allowed To Watch Television or Videos Alone","Participation and activities","Teilnahme und Aktivitaeten"
"item_4826","T0704020000000000","aad","Kind ist eher schuechtern,kontaktfreudig","Child Tends To Be Shy / Outgoing","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4827","T0704020000000000","aad","Kind ist eher konzentriert,leicht ablenkbar","Child Tends To Be Focussed / Easily Distracted","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4828","T0704020000000000","aad","Kind ist eher trotzig,fuegsam","Child Tends To Be Obstinate / Obedient","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4829","T0704020000000000","aad","Kind begreift eher schnell, braucht mehr Zeit","Child Tends To Be Quick To Learn New Things / To Need More Time","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4830","T0704020000000000","aad","Kind versteht kurze Anweisungen","Child Understands Brief Instructions","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4831","T0704020000000000","aad","Kind bildet Saetze mit min. 2 Woertern","Child Forms Sentences With At Least Two Words","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4832","T0704020000000000","aad","Kind spricht in ganzen Saetzen","Child Speaks In Full Sentences (At Least Four Words)","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4833","T0704020000000000","aad","Kind hoert einer Geschichte 5 Min. o. laenger aufm. zu","Child Listens Attentively To A Story For At Least Five Minutes","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4834","T0704020000000000","aad","Kind ueberbringt einfache Nachrichten","Child Can Relate Simple Messages","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4835","T0704020000000000","aad","Kind isst selbstaendig mit Loeffel ohne zu kleckern","Child Eats With Spoon Without Making A Mess","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4836","T0704020000000000","aad","Kind putzt sich selbst die Nase","Child Blows Nose Without Assitance","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4837","T0704020000000000","aad","Kind benuetzt fur grosses Geschaeft Toilette","Child Uses Toilet To Do Number Two","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4838","T0704020000000000","aad","Kind zieht sich Hosen und Unterhosen selbst richtig an","Child Puts On Pants And Underpants Frontwards","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4839","T0704020000000000","aad","Kind putzt sich selbst die Zaehne","Child Brushes Teeth Without Assistance","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4840","T0704020000000000","aad","Kind laeuft Treppen vorwaerts hinunter","Child Walks Forwards Down The Stairs","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4841","T0704020000000000","aad","Kind oeffnet Tueren mit Tuerklinke","Child Uses Door Handle To Open Doors","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4842","T0704020000000000","aad","Kind klettert auf Klettergeruste und hohe Spielgeraete","Child Climbs Jungle Gyms And Other High Playground Equipment","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4843","T0704020000000000","aad","Kind schneidet mit Schere Papier durch","Child Uses Scissors To Cut Paper","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4844","T0704020000000000","aad","Kind malt auf Papier erkennbare Formen","Child Paints / Draws Recognizable Forms On Paper","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4845","T0704020000000000","aad","Kind nennt vertraute Personen beim Namen","Child Calls Familiar People By Name","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4846","T0704020000000000","aad","Kind nimmt an Spielen mit anderen Kindern teil","Child Plays Games With Other Children","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4847","T0704020000000000","aad","Kind beschaeftigt sich mit Rollenspielen","Child Participates In Role-Playing Games","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4848","T0704020000000000","aad","Kind zeigt Vorliebe fuer Spielgefaehrten/Freunde","Child Shows Particular Liking For Certain Playmates or Friends","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4849","T0704020000000000","aad","Kind benennt eigene Gefuehle","Child Calls His/Her Own Feelings By Name, e.g., Sad, Happy, Scared","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4850","T0704020000000000","aad","Umgangssprache des Kindes","Language Spoken With Child","Abilities, achievements, and socio-emotional development","Faehigkeiten, Leistungen und Sozio-emotionale Entwicklung"
"item_4851","T0501100000000000","chh","Geschlecht des Kindes","Sex Of child","Child's health","Gesundheit des Kindes"
"item_4852","T0501110000000000","icd","Asthma","Asthma","Illnesses of child diagnosed by doctor","Vom Arzt festgestellte Krankheiten des Kindes"
"item_4853","T0501110000000000","icd","chronische Bronchitis","Chronic Bronchitis","Illnesses of child diagnosed by doctor","Vom Arzt festgestellte Krankheiten des Kindes"
