"study","dataset","variable","label","concept"
"soep-fid","f12hbrutto","f12inteins","Nr des zuerst eingesetzten Interviewers","inteins"
"soep-fid","f12hbrutto","f12intk","Interviewerkontakte","intk"
"soep-fid","f12hbrutto","f12intza","Zahl der eingesetzten Interviewer","intza"
"soep-fid","f10pkal","f10p1m009","On-the-Job Training, Retraining Sep 2009","kal1m009"
"soep-fid","f10pkal","f10p1m01","Job Education, Retraining Prev. Yr.","kal1m01"
"soep-fid","f10pkal","f10p1m010","On-the-Job Training, Retraining Oct 2009","kal1m010"
"soep-fid","f10pkal","f10p1m011","On-the-Job Training, Retraining Nov 2009","kal1m011"
"soep-fid","f10pkal","f10p1m012","On-the-Job Training, Retraining Dec 2009","kal1m012"
"soep-fid","f10pkal","f10p1m02","Job Education, Retraining No. Months Prev. Yr.","kal1m02"
"soep-fid","f10pkal","f10p1n","Mini-Job (up to 400 EUR) Jan-Dec 2009","kal1n"
"soep-fid","f10pkal","f10p1n001","Mini-Job (up to 400 EUR) Jan 2009","kal1n001"
"soep-fid","f10pkal","f10p1n002","Mini-Job (up to 400 EUR) Feb 2009","kal1n002"
"soep-fid","f10pkal","f10p1n003","Mini-Job (up to 400 EUR) Mar 2009","kal1n003"
"soep-fid","f10pkal","f10p1n004","Mini-Job (up to 400 EUR) Apr 2009","kal1n004"
"soep-fid","f10pkal","f10p1n005","Mini-Job (up to 400 EUR) May 2009","kal1n005"
"soep-fid","f10pkal","f10p1n006","Mini-Job (up to 400 EUR) Jun 2009","kal1n006"
"soep-fid","f10pkal","f10p1n007","Mini-Job (up to 400 EUR) Jul 2009","kal1n007"
"soep-fid","bioage17","byfzreli","How Often Spend Time in Church, attending religious events (since 2006)","item_5365"
"soep-fid","f10pkal","f10p1n009","Mini-Job (up to 400 EUR) Sep 2009","kal1n009"
"soep-fid","f10pkal","f10p1n01","Mini-Job (up to 400 EUR) Prev. Yr.","kal1n01"
"soep-fid","f12hgen","electr12","Amount of monthly electricity costs (EURO)","_hgen_hgelectr"
"soep-fid","f12hgen","eqpair12","Dwelling has air condition","_hgen_hgeqpair"
"soep-fid","f12hgen","eqpalm12","Dwelling has alarm device","_hgen_hgeqpalm"
"soep-fid","f12hgen","eqpbas12","Dwelling has basement","_hgen_hgeqpbas"
"soep-fid","f12hgen","eqpgar12","Dwelling has garden","_hgen_hgeqpgar"
"soep-fid","f10pkal","f10p2a02","Wages, Salary Months 2009","kal2a02"
"soep-fid","f12hgen","eqphea12","Dwelling has central heating","_hgen_hgeqphea"
"soep-fid","f12hgen","eqpkit12","Dwelling has kitchen","_hgen_hgeqpkit"
"soep-fid","f12hgen","eqplif12","Dwelling has lift","_hgen_hgeqplif"
"soep-fid","f12hgen","eqpnrj12","Dwelling has other alternative energy source","_hgen_hgeqpnrj"
"soep-fid","f12hgen","eqpshw12","Dwelling has indoor bath/shower","_hgen_hgeqpshw"
"soep-fid","f12hgen","eqpsol12","Dwelling has solar collector","_hgen_hgeqpsol"
"soep-fid","f12hgen","eqpter12","Dwelling has balcony/terrace","_hgen_hgeqpter"
"soep-fid","f12hgen","eqpwat12","Dwelling has hot water/boiler","_hgen_hgeqpwat"
"soep-fid","f12hgen","felectr12","Imputation flag for electricity costs","_hgen_hgfelectr"
"soep-fid","f12hgen","fheat12","Imputation flag for heating costs","_hgen_hgfheat"
"soep-fid","f12hgen","fhinc12","Imputation flag for household income","_hgen_hgfhinc"
"soep-fid","f12hgen","frent12","Imputation flag for gross rent","_hgen_hgfrent"
"soep-fid","f12hgen","froom12","Imputation flag for Number of rooms","_hgen_hgfroom"
"soep-fid","f12hgen","fsize12","Imputation flag for size of housing unit","_hgen_hgfsize"
"soep-fid","f12hgen","futil12","Imputation flag for utility costs","_hgen_hgfutil"
"soep-fid","f10pkal","f10p2f01","Unemployment Benefit 2009","kal2f01"
"soep-fid","f10pkal","f10p2f02","Unemployment Benefit Months 2009","kal2f02"
"soep-fid","f10pkal","f10p2f03","Unemployment Benefit Amount 2009","kal2f03"
"soep-fid","f12hgen","hinc12","Monthly net household income (EURO)","_hgen_hghinc"
"soep-fid","f12hgen","i1hinc12","Imputed monthly net household income (EURO) [1/5]","_hgen_hgi1hinc"
"soep-fid","f12hgen","i2hinc12","Imputed monthly net household income (EURO) [2/5]","_hgen_hgi2hinc"
"soep-fid","f12hgen","i3hinc12","Imputed monthly net household income (EURO) [3/5]","_hgen_hgi3hinc"
"soep-fid","f12hgen","i4hinc12","Imputed monthly net household income (EURO) [4/5]","_hgen_hgi4hinc"
"soep-fid","f12hgen","i5hinc12","Imputed monthly net household income (EURO) [5/5]","_hgen_hgi5hinc"
"soep-fid","f12hgen","moveyr12","Year moved into dwelling","_hgen_hgmoveyr"
"soep-fid","f10pkal","f10p2k02","Sudent Grant Months 2009","kal2k02"
"soep-fid","f10pkal","f10p2k03","Sudent Grant Amount 2009","kal2k03"
"soep-fid","f10pkal","f10p2l01","Military, Civ. Serv. Pay 2009","kal2l01"
"soep-fid","f10pkal","f10p2l02","Military, Civ. Serv. Pay Months 2009","kal2l02"
"soep-fid","f10pkal","f10p2l03","Military, Civ. Serv. Pay Amount 2009","kal2l03"
"soep-fid","f10pkal","f10p2m01","Income-Persons Not in HH 2009","kal2m01"
"soep-fid","f10pkal","f10p2m02","Income-Persons Not in HH Months 2009","kal2m02"
"soep-fid","f10pkal","f10p2m03","Income-Persons Not in HH Amount 2009","kal2m03"
"soep-fid","f10pkal","f10p2n01","None of these income sources 2009","kal2n01"
"soep-fid","f10pkal","f10p2r01","Unemployment Subsidy II, Social Subsidy 2009","kal2r01"
"soep-fid","f10pkal","f10p2r02","Unemployment Subsidy II, Social Subsidy Months 2009","kal2r02"
"soep-fid","f12hgen","size12","Size of housing unit in square meters","_hgen_hgsize"
"soep-fid","f10pkal","f10p2v02","Payments from the Advance Payment of Maintenance Act Months 2009","kal2t02"
"soep-fid","f10pkal","f10p2v03","Payments from the Advance Payment of Maintenance Act Amount 2009","kal2t03"
"soep-fid","f12hgen","util12","Amount of monthly utility costs (EURO)","_hgen_hgutil"
"soep-fid","bioage17","byspar","Money Saved","item_3646"
"soep-fid","f12jugend","f12j001","Wohnt im elterl. HH.?","jwohn1"
"soep-fid","f12jugend","f12j002","Hat eigenes Zimmer?","jwohn2"
"soep-fid","f12jugend","f12j003","Weiteres Zimmer ausser bei Eltern","jwohn3"
"soep-fid","f12jugend","f12j004","Eigener Verdienst","jjob1"
"soep-fid","f12jugend","f12j005","Art Verdienst","jjob2"
"soep-fid","f12jugend","f12j008","Gruende fuer Jobben","jjob5"
"soep-fid","f12jugend","f12j009","Taschengeld, Zuschuss","jtg1"
"soep-fid","f12jugend","f12j010a","Taschengeld pro Woche","jtg2"
"soep-fid","f12jugend","f12j010b","Taschengeld pro Monat","jtg3"
"soep-fid","f12jugend","f12j099","Lebenszufriedenheit gegenwaertig","jzule1"
"soep-fid","f12jugend","f12j011a","Geld sparen","jspar1"
"soep-fid","f11eltern5","f11e506a","Aerztl. Hilfe i.d.letzten 3 Monaten","e5arz1"
"soep-fid","f11eltern5","f11e506b","Anzahl aerztl. Hilfe i. d. letzten 3 Monaten","e5arz2"
"soep-fid","f12jugend","f12j012a","Wichtigkeit Vater","jwich1"
"soep-fid","f12jugend","f12j012b","Wichtigkeit Mutter","jwich2"
"soep-fid","bioage17","byvdeig","Own Earnings","item_3581"
"soep-fid","f12jugend","f12j012d","Wichtigkeit andere verwandte Person","jwich4"
"soep-fid","f11eltern5","f11e511c","Keine Schulnoten","e5not3"
"soep-fid","f12jugend","f12j013c","Streit mit Bruder, Schwester","jstr3"
"soep-fid","f12jugend","f12j013d","Streit mit fester Freundin, festem Freund","jstr4"
"soep-fid","f12jugend","f12j013e","Streit mit bestem Freund, bester Freundin","jstr5"
"soep-fid","f12jugend","f12j014a","Reden mit Mutter ueber eigene Erlebnisse","jbez1m"
"soep-fid","f12jugend","f12j014b","Reden mit Vater ueber eigene Erlebnisse","jbez1v"
"soep-fid","f11eltern5","f11e518","Kind erhaelt Taschengeld","e5tg1"
"soep-fid","f12jugend","f12j014d","Vater spricht Probleme an","jbez2v"
"soep-fid","f12jugend","f12j014e","Mutter fragt nach Meinung vor Entscheidungen","jbez3m"
"soep-fid","f12jugend","f12j014f","Vater fragt nach Meinung vor Entscheidungen","jbez3v"
"soep-fid","bioage17","bywbfrei","Job Which Allows For Spare Time","item_3694"
"soep-fid","bioage17","bywbgsl","Job Important For Society","item_3752"
"soep-fid","bioage17","bywbgsnd","Job With Good Health, Safety Conditions","item_3697"
"soep-fid","f12jugend","f12j014j","Probleme mit Vater werden gemeinsam geloest","jbez5v"
"soep-fid","f12jugend","f12j014k","Mutter zeigt Vertrauen","jbez6m"
"soep-fid","f12jugend","f12j014m","Mutter fragt nach Meinung zu Familienangeleg.","jbez7m"
"soep-fid","f12jugend","f12j014n","Vater fragt nach Meinung zu Familienangeleg.","jbez7v"
"soep-fid","f12jugend","f12j014o","Mutter begruendet Entscheidungen","jbez8m"
"soep-fid","bioage17","bywibs","Brother, Sister Important In Life","item_3547"
"soep-fid","bioage17","bywiclq","Clique,Group Of Friends Important In Life","item_3588"
"soep-fid","bioage17","bywiffr","Steady Boy-,Girlfriend Important In Life","item_3591"
"soep-fid","bioage17","bywilehr","Teacher Important In Life","item_3811"
"soep-fid","bioage17","bywimu","Mother Important In Life","item_3723"
"soep-fid","bioage17","bywison","Other Person Important In Life","item_3714"
"soep-fid","f12jugend","f12j015d","Haeufigkeit Musik hoeren","jfz03"
"soep-fid","bioage17","bywivw","Other Relative Important In Life","item_3605"
"soep-fid","f12jugend","f12j015f","Haeufigkeit Sport treiben","jfz05"
"soep-fid","f12jugend","f12j015g","Haeufigkeit tanzen, Theater spielen","jfz06"
"soep-fid","f12jugend","f12j015h","Haeufigkeit technische Arbeiten, programmieren","jfz07"
"soep-fid","f12jugend","f12j015i","Haeufigkeit lesen","jfz08"
"soep-fid","f11eltern5","f11e5inta","Art des Interviews","e5form"
"soep-fid","f12jugend","f12j015l","Haeufigkeit mit bestem Freund,-in zusammensein","jfz12"
"soep-fid","f11eltern5","f11e5pnr","Lfde Personen-Nr. des Kindes","e5pnr"
"soep-fid","f11eltern5","f11e5pnrm","Lfde Personen-Nr. des Elternteils","pnr"
"soep-fid","f12jugend","f12j015o","Haeufigkeit ehrenamtliche Taetigkeit","jfz09"
"soep-fid","f12jugend","f12j015p","Haeufigkeit Kirchgang, religioese Veranstaltungen","jfz16"
"soep-fid","f12jugend","f12j016","Aktives Musizieren","jmus1"
"soep-fid","f12jugend","f12j017","Stilrichtung der Musikausuebung","jmus2"
"soep-fid","f12jugend","f12j018","Musizieren allein, in Orchester oder Band","jmus3"
"soep-fid","f12jugend","f12j020","Bezahlter Musikunterricht","jmus5"
"soep-fid","f12jugend","f12j021","Sportarten ausueben","jsp1"
"soep-fid","f12jugend","f12j022","Wichtigste Sportart, Code","jspcode"
"soep-fid","f12jugend","f12j023","Alter Beginn wichtigste Sportart","jsp3"
"soep-fid","f12jugend","f12j024","Wo, mit wem wichtigste Sportart","jsp4"
"soep-fid","f12jugend","f12j025","Wettkaempfe 1. Sportart","jsp5"
"soep-fid","f12jugend","f12j026","Schulbesuch","jsch"
"soep-fid","f12jugend","f12j027","Jahr Schulende","jschend"
"soep-fid","f12jugend","f12j028","Art Schulabschluss","jschab1"
"soep-fid","f12jugend","f12j029","Weiterer Schulabschluss","jschab4"
"soep-fid","f12jugend","f12j030","Art praef. Schulabschl.","jschab5"
"soep-fid","f12jugend","f12j031a","1. Fremdspr.","jspr1"
"soep-fid","f11eltern5","f11e511a","Schulnote Deutsch","e5not1"
"soep-fid","f11eltern5","f11e511b","Schulnote Mathematik","e5not2"
"soep-fid","f11eltern5","f11e519a","Hoehe des Taschengeldes woechentl.","e5tg2"
"soep-fid","f11eltern5","f11e519b","Hoehe des Taschengeldes monatl.","e5tg3"
"soep-fid","f12jugend","f12j034c","Engag. Schuelerzeitung","jeng3"
"soep-fid","f12jugend","f12j034d","Engag. Theater, Tanz","jeng4"
"soep-fid","f12jugend","f12j034e","Engag. Chor, Musik","jeng5"
"soep-fid","f12jugend","f12j034f","Engag. Sport-AG","jeng6"
"soep-fid","f12jugend","f12j034g","Engag. sonst. Gruppe","jeng7"
"soep-fid","f12jugend","f12j034h","Kein Engagement","jeng8"
"soep-fid","f12jugend","f12j035a","Zufriedenheit mit Schulleistg gesamt","jleist1"
"soep-fid","f12jugend","f12j035b","Zufriedenheit mit Deutschleistg","jleist2"
"soep-fid","f12jugend","f12j035c","Zufriedenheit mit Matheleistg","jleist3"
"soep-fid","f12jugend","f12j035d","Zufriedenheit mit 1. Fremdspr.leistg","jleist4"
"soep-fid","f12jugend","f12j036","Empfehlung nach der Grundschule","jempf"
"soep-fid","f12jugend","f12j037a","Note Deutsch","jsch1a"
"soep-fid","f12jugend","f12j037b","Note Mathe","jsch1b"
"soep-fid","f12jugend","f12j037c","Note 1. Fremdspr.","jsch1c"
"soep-fid","f12jugend","f12j037d","Punkte Deutsch","jsch2a"
"soep-fid","f12jugend","f12j037e","Punkte Mathe","jsch2b"
"soep-fid","f12pkal","f12p1j001","Other Jan 2011","kal1j001"
"soep-fid","f12jugend","f12j037h","Niveau Mathematik","jsch3b"
"soep-fid","f12jugend","f12j037i","Niveau 1. Fremdspr.","jsch3c"
"soep-fid","f12jugend","f12j037j","GK,LK Deutsch","jsch4a"
"soep-fid","f12jugend","f12j037k","GK,LK Mathe","jsch4b"
"soep-fid","f12jugend","f12j037l","GK, LK 1. Fremdspr.","jsch4c"
"soep-fid","f12jugend","f12j038","Klasse wiederholt","jwied1"
"soep-fid","f12jugend","f12j039a","Klassenstufe 1. Wdhg.","jwied2"
"soep-fid","f12jugend","f12j044a","Eltern besuchen Elternabende","jelt4"
"soep-fid","f12jugend","f12j044b","Eltern besuchen Sprechtage","jelt5"
"soep-fid","f12jugend","f12j047c1","Berufsausbildung, Lehre","jaus04"
"soep-fid","f12jugend","f12j047c2","Berufsausbildung, Lehre regulaer beendet","jaus04a"
"soep-fid","f12jugend","f12j047d1","Berufsfachschule","jaus05"
"soep-fid","f12jugend","f12j047d2","Berufsfachschule regulaer beendet","jaus05a"
"soep-fid","f12jugend","f12j047e1","Praktikum, Volontariat","jaus06"
"soep-fid","f12jugend","f12j047e2","Praktikum, Volontariat regulaer beendet","jaus06a"
"soep-fid","f12jugend","f12j048","Ausbildungs,Hochschulabschluss - angestrebt","jaus07"
"soep-fid","f12jugend","f12j049a","Abschluss einer Lehre","jaus08"
"soep-fid","f12jugend","f12j049b","Berufsfachschule","jaus09"
"soep-fid","f12jugend","f12j049c","Fachschule, Meister-, Technikerschule","jaus10"
"soep-fid","f12jugend","f12j049d","Beamtenausbildung","jaus11"
"soep-fid","f12jugend","f12j049e","Anerkannte Berufsakademie","jaus12"
"soep-fid","f12jugend","f12j049f","Fachhochschule","jaus13"
"soep-fid","f12jugend","f12j049g","Universitaet","jaus14"
"soep-fid","f12jugend","f12j050a","Alter wirtschtliche Unabhaengigkt.","jaus15"
"soep-fid","f12jugend","f12j050b","Bereits wirtschlich unabhaengig?","jaus16"
"soep-fid","f12jugend","f12j051","Berufswunsch vorhanden?","jber01"
"soep-fid","f12jugend","f12j053","Wie gut ueber angestrebten Beruf informiert","jber03"
"soep-fid","f12jugend","f12j054a","Berufswahl, Vorschlaege der Eltern wichtig","jber04"
"soep-fid","f12jugend","f12j054b","Berufswahl, kein bestimmter Beruf vor Augen","jber05"
"soep-fid","f12jugend","f12j054c","Berufswahl, mit versch. Moeglichkeiten besch","jber06"
"soep-fid","f12jugend","f12j054d","Berufswahl, noch dabei Faehigkeiten rauszufinden","jber07"
"soep-fid","f12jugend","f12j055c","Aufstiegsmoeglichkeit wichtig","jber10"
"soep-fid","f12jugend","f12j055d","Anerkannter Beruf wichtig","jber11"
"soep-fid","f12jugend","f12j055e","Freizeit wichtig","jber12"
"soep-fid","f12jugend","f12j055f","Interessante Taetigkeit wichtig","jber13"
"soep-fid","f12jugend","f12j055g","Selbstaendiges Arbeiten wichtig","jber14"
"soep-fid","f12jugend","f12j056","Gesundheitszustand","jges"
"soep-fid","f12jugend","f12j057","Koerpergroesse (cm)","jgr"
"soep-fid","f12jugend","f12j058","Gewicht (kg)","jkilo"
"soep-fid","f12jugend","f12j059a","Wahrscheinlichkeit in %: gewuenschter Ausbildungs-, Studienplatz","jzuk01"
"soep-fid","f12jugend","f12j059b","Wahrscheinlichkeit in %: Abschluss Ausbildungs-, Studienplatz","jzuk02"
"soep-fid","f12jugend","f12j059c","Wahrscheinlichkeit in %: Arbeitsplatz","jzuk03"
"soep-fid","f12jugend","f12j059d","Wahrscheinlichkeit in %: beruflicher Erfolg","jzuk04"
"soep-fid","f12jugend","f12j059e","Wahrscheinlichkeit in %: arbeitslos","jzuk05"
"soep-fid","f12jugend","f12j059f","Wahrscheinlichkeit in %: Einschraenkung Familie","jzuk06"
"soep-fid","f12jugend","f12j059g","Wahrscheinlichkeit in %: Selbstaendigkeit","jzuk07"
"soep-fid","f12jugend","f12j059h","Wahrscheinlichkeit in %: Ausland arbeiten","jzuk08"
"soep-fid","f12jugend","f12j059i","Wahrscheinlichkeit in %: Heirat","jzuk09"
"soep-fid","f12jugend","f12j059j","Wahrscheinlichkeit in %: mit Partner","jzuk10"
"soep-fid","f11h","f11h046a","Unterhalt geleistet monatlich","hunt3"
"soep-fid","f12jugend","f12j059l","Wahrscheinlichkeit in %: mehrere Kinder","jzuk12"
"soep-fid","f12jugend","f12j060a","Geburtsjahr","jgeb"
"soep-fid","f12jugend","f12j060b","Geburtsmonat","jgebmo"
"soep-fid","f11h","f11h048c","Einnahmeueberschuss jaehrlich weiss nicht","hspar5"
"soep-fid","f12jugend","f12j062","Geburtsland Code","jsta2nr"
"soep-fid","f11h","f11h048e","Ausgabenueberschuss jaehrlich weiss nicht","hspar7"
"soep-fid","f12jugend","f12j064","Status bei Einwanderung in Deutschland","jzug02"
"soep-fid","f12jugend","f12j065","Heute deutsche Staatsangehoerigkeit","jsta3"
"soep-fid","f11h","f11h074a2","Auto Anschafffung","hi01a"
"soep-fid","f11h","f11h074a3","Auto Anschaffung Kosten","hi01b"
"soep-fid","f11h","f11h074a4","Abwrackpraemie genutzt","hi01c"
"soep-fid","f11h","f11h074b1","Motorrad, Moped im HH","hi02"
"soep-fid","f12jugend","f12j069","Jahr des Erwerbes der deutschen Staatsangehörigkeit","jsta6"
"soep-fid","f12jugend","f12j070","Welche Staatsangehoerigkeit (Code)","jnatnr"
"soep-fid","f12jugend","f12j071","Status Aufenthaltserlaubnis","jzug03"
"soep-fid","f12jugend","f12j072","Muttersprache deutsch: beide Eltern","jmusp1"
"soep-fid","f12jugend","f12j073a","Sprechkompetenz: deutsch","jmusp2"
"soep-fid","f12jugend","f12j073b","Schreibkompetenz: deutsch","jmusp3"
"soep-fid","f11h","f11h074d2","Geschirrspuelmaschine Anschafffung","hi10a"
"soep-fid","f12jugend","f12j073d","Sprechkompetenz: Herkunfts-,Elternsprache","jmusp4"
"soep-fid","f12jugend","f12j073e","Schreibkompetenz: Herkunfts-,Elternsprache","jmusp5"
"soep-fid","f12jugend","f12j073f","Lesekompetenz: Herkunfts-,Elternsprache","jmusp7"
"soep-fid","f12jugend","f12j074","Ort der Kindheit","jkh01"
"soep-fid","f12jugend","f12j075","Gleicher Wohnort seit Kindheit","jkh02"
"soep-fid","f11h","f11h074f2","Waschmaschine Anschafffung","hi11a"
"soep-fid","f11h","f11h074f3","Waschmaschine Anschaffung Kosten","hi11b"
"soep-fid","f11h","f11h074g1","Waeschetrockner im HH","hi19"
"soep-fid","f11lela","f11l051","Regelung mit Ehe-,Partner im Umgang mit Einkommen","peink1"
"soep-fid","f11lela","f11l006","Deutsche Staatsangehoerigkeit","psta1a"
"soep-fid","f11h","f11h074h1","Stereoanlage im HH","hi06"
"soep-fid","f11h","f11h074h2","Stereoanlage Anschafffung","hi06a"
"soep-fid","f11h","f11h074h3","Stereoanlage Anschaffung Kosten","hi06b"
"soep-fid","f11h","f11h074i1","Fernseher im Haushalt","hi03"
"soep-fid","f11h","f11h074i2","Fernseher Anschaffung","hi03a"
"soep-fid","f11h","f11h074i3","Fernseher Anschaffung Kosten","hi03b"
"soep-fid","f11h","f11h074j1","DVD-Player im HH","hi05"
"soep-fid","f11h","f11h074j2","DVD-Player Anschafffung","hi05a"
"soep-fid","f11h","f11h074j3","DVD-Player Anschaffung Kosten","hi05b"
"soep-fid","f11h","f11h074k1","DVD-Recorder im HH","hi16"
"soep-fid","f11h","f11h074k2","DVD-Recorder Anschafffung","hi16a"
"soep-fid","f11h","f11h074k3","DVD-Recorder Anschaffung Kosten","hi16b"
"soep-fid","f11h","f11h074l1","PC/Laptop im HH","hi07"
"soep-fid","f11h","f11h074l2","PC/Laptop Anschafffung","hi07a"
"soep-fid","f11h","f11h074l3","PC/Laptop Anschaffung Kosten","hi07b"
"soep-fid","f11h","f11h074m1","Breitband-Internet im HH","hi17"
"soep-fid","f11h","f11h074m2","Breitband-Internet Anschafffung","hi17a"
"soep-fid","f11h","f11h074m3","Breitband-Internet Anschaffung Kosten","hi17b"
"soep-fid","f11h","f11h074n1","Langsames Internet im HH","hi08"
"soep-fid","f11h","f11h074n2","Langsames Internet Anschafffung","hi08a"
"soep-fid","f11h","f11h074n3","Langsames Internet Anschaffung Kosten","hi08b"
"soep-fid","f11h","f11h074o1","Telefon(Festnetz) im HH","hi12"
"soep-fid","f12jugend","f12j081d","Geburtsland Mutter","jm03bnr"
"soep-fid","f12jugend","f12j082a","Vater deutscher Staatsbuerger","jv04"
"soep-fid","f12jugend","f12j082b","Mutter deutsche Staatsbuergerin","jm04"
"soep-fid","f12jugend","f12j083a","Schulabschluss Vater","jv05"
"soep-fid","f12jugend","f12j083b","Schulabschluss Mutter","jm05"
"soep-fid","f12jugend","f12j084a","Vater: berufl. Ausb., Studium abgeschl.","jv06"
"soep-fid","f12jugend","f12j084b","Mutter: berufl. Ausb., Studium abgeschl.","jm06"
"soep-fid","f11h","f11h074q3","Faxgeraet Anschaffung Kosten","hi14b"
"soep-fid","f12jugend","f12j086b","Mutter: Art Arbeiterin","jm08"
"soep-fid","f11h","f11h074r2","ISDN-Anschluss Anschafffung","hi15a"
"soep-fid","f12jugend","f12j086d","Mutter: Art Angestellte","jm09"
"soep-fid","f12jugend","f12j086e","Vater: Art Beamter","jv10"
"soep-fid","f11h","f11h074s2","Ferienhaus/-wohnung Anschafffung","hi20a"
"soep-fid","f11h","f11h074s3","Ferienhaus/-wohnung Anschaffung Kosten","hi20b"
"soep-fid","f11h","f11h075a1","Ausgaben lebensmittel","haus01a"
