"concept","label","topic"
"jstr4","Streit mit fester Freundin, festem Freund",""
"jstr5","Streit mit bestem Freund, bester Freundin",""
"jbez1m","Reden mit Mutter ueber eigene Erlebnisse",""
"jbez1v","Reden mit Vater ueber eigene Erlebnisse",""
"e5tg1","Kind erhaelt Taschengeld","T0405000000000000"
"jbez2v","Vater spricht Probleme an",""
"jbez3m","Mutter fragt nach Meinung vor Entscheidungen",""
"jbez3v","Vater fragt nach Meinung vor Entscheidungen",""
"jbez5v","Probleme mit Vater werden gemeinsam geloest",""
"jbez6m","Mutter zeigt Vertrauen",""
"jbez7m","Mutter fragt nach Meinung zu Familienangeleg.",""
"jbez7v","Vater fragt nach Meinung zu Familienangeleg.",""
"jbez8m","Mutter begruendet Entscheidungen",""
"jfz03","Haeufigkeit Musik hoeren","T0704010000000000"
"jfz05","Haeufigkeit Sport treiben","T0704010000000000"
"jfz06","Haeufigkeit tanzen, Theater spielen","T0704010000000000"
"jfz07","Haeufigkeit technische Arbeiten, programmieren","T0704010000000000"
"jfz08","Haeufigkeit lesen","T0704010000000000"
"e5form","Art des Interviews","T1106000000000000"
"jfz12","Haeufigkeit mit bestem Freund,-in zusammensein","T0704010000000000"
"e5pnr","Lfde Personen-Nr. des Kindes","T0406040100000000"
"pnr","Lfde Personen-Nr. des Elternteils","T0406040100000000"
"jfz09","Haeufigkeit ehrenamtliche Taetigkeit","T0704010000000000"
"jfz16","Haeufigkeit Kirchgang, religioese Veranstaltungen","T0704010000000000"
"jmus1","Aktives Musizieren",""
"jmus2","Stilrichtung der Musikausuebung",""
"jmus3","Musizieren allein, in Orchester oder Band",""
"jmus5","Bezahlter Musikunterricht",""
"jsp1","Sportarten ausueben",""
"jspcode","Wichtigste Sportart, Code",""
"jsp3","Alter Beginn wichtigste Sportart",""
"jsp4","Wo, mit wem wichtigste Sportart",""
"jsp5","Wettkaempfe 1. Sportart",""
"jsch","Schulbesuch",""
"jschend","Jahr Schulende",""
"jschab1","Art Schulabschluss",""
"jschab4","Weiterer Schulabschluss",""
"jschab5","Art praef. Schulabschl.",""
"jspr1","1. Fremdspr.",""
"e5not1","Schulnote Deutsch","T0704020000000000"
"e5not2","Schulnote Mathematik","T0704020000000000"
"e5tg2","Hoehe des Taschengeldes woechentl.","T0405000000000000"
"e5tg3","Hoehe des Taschengeldes monatl.","T0405000000000000"
"jeng3","Engag. Schuelerzeitung",""
"jeng4","Engag. Theater, Tanz",""
"jeng5","Engag. Chor, Musik",""
"jeng6","Engag. Sport-AG",""
"jeng7","Engag. sonst. Gruppe",""
"jeng8","Kein Engagement",""
"jleist1","Zufriedenheit mit Schulleistg gesamt","T0803010000000000"
"jleist2","Zufriedenheit mit Deutschleistg","T0803010000000000"
"jleist3","Zufriedenheit mit Matheleistg","T0803010000000000"
"jleist4","Zufriedenheit mit 1. Fremdspr.leistg","T0803010000000000"
"jempf","Empfehlung nach der Grundschule",""
"jsch1a","Note Deutsch",""
"jsch1b","Note Mathe",""
"jsch1c","Note 1. Fremdspr.",""
"jsch2a","Punkte Deutsch",""
"jsch2b","Punkte Mathe",""
"jsch3b","Niveau Mathematik",""
"jsch3c","Niveau 1. Fremdspr.",""
"jsch4a","GK,LK Deutsch",""
"jsch4b","GK,LK Mathe",""
"jsch4c","GK, LK 1. Fremdspr.",""
"jwied1","Klasse wiederholt",""
"jwied2","Klassenstufe 1. Wdhg.",""
"jelt4","Eltern besuchen Elternabende",""
"jelt5","Eltern besuchen Sprechtage",""
"jaus04","Berufsausbildung, Lehre",""
"jaus04a","Berufsausbildung, Lehre regulaer beendet",""
"jaus05","Berufsfachschule",""
"jaus05a","Berufsfachschule regulaer beendet",""
"jaus06","Praktikum, Volontariat",""
"jaus06a","Praktikum, Volontariat regulaer beendet",""
"jaus07","Ausbildungs,Hochschulabschluss - angestrebt",""
"jaus08","Abschluss einer Lehre",""
"jaus09","Berufsfachschule",""
"jaus10","Fachschule, Meister-, Technikerschule",""
"jaus11","Beamtenausbildung",""
"jaus12","Anerkannte Berufsakademie",""
"jaus13","Fachhochschule",""
"jaus14","Universitaet",""
"jaus15","Alter wirtschtliche Unabhaengigkt.",""
"jaus16","Bereits wirtschlich unabhaengig?",""
"jber01","Berufswunsch vorhanden?",""
"jber03","Wie gut ueber angestrebten Beruf informiert",""
"jber04","Berufswahl, Vorschlaege der Eltern wichtig",""
"jber05","Berufswahl, kein bestimmter Beruf vor Augen",""
"jber06","Berufswahl, mit versch. Moeglichkeiten besch",""
"jber07","Berufswahl, noch dabei Faehigkeiten rauszufinden",""
"jber10","Aufstiegsmoeglichkeit wichtig",""
"jber11","Anerkannter Beruf wichtig",""
"jber12","Freizeit wichtig",""
"jber13","Interessante Taetigkeit wichtig",""
"jber14","Selbstaendiges Arbeiten wichtig",""
"jges","Gesundheitszustand","T0501010000000000"
"jgr","Koerpergroesse (cm)",""
"jkilo","Gewicht (kg)","T0501100000000000"
"jzuk01","Wahrscheinlichkeit in %: gewuenschter Ausbildungs-, Studienplatz",""
"jzuk02","Wahrscheinlichkeit in %: Abschluss Ausbildungs-, Studienplatz",""
"jzuk03","Wahrscheinlichkeit in %: Arbeitsplatz",""
"jzuk04","Wahrscheinlichkeit in %: beruflicher Erfolg",""
"jzuk05","Wahrscheinlichkeit in %: arbeitslos",""
"jzuk06","Wahrscheinlichkeit in %: Einschraenkung Familie",""
"jzuk07","Wahrscheinlichkeit in %: Selbstaendigkeit",""
"jzuk08","Wahrscheinlichkeit in %: Ausland arbeiten",""
"jzuk09","Wahrscheinlichkeit in %: Heirat",""
"jzuk10","Wahrscheinlichkeit in %: mit Partner",""
"hunt3","Unterhalt geleistet monatlich",""
"jzuk12","Wahrscheinlichkeit in %: mehrere Kinder",""
"jgeb","Geburtsjahr","T0101000000000000"
"jgebmo","Geburtsmonat","T0101000000000000"
"hspar5","Einnahmeueberschuss jaehrlich weiss nicht",""
"jsta2nr","Geburtsland Code","T1001010200000000"
"hspar7","Ausgabenueberschuss jaehrlich weiss nicht",""
"jzug02","Status bei Einwanderung in Deutschland",""
"jsta3","Heute deutsche Staatsangehoerigkeit",""
"hi01a","Auto Anschafffung",""
"hi01b","Auto Anschaffung Kosten",""
"hi01c","Abwrackpraemie genutzt",""
"hi02","Motorrad, Moped im HH","T0608010000000000"
"jsta6","Jahr des Erwerbes der deutschen Staatsangehörigkeit",""
"jnatnr","Welche Staatsangehoerigkeit (Code)",""
"jzug03","Status Aufenthaltserlaubnis",""
"jmusp1","Muttersprache deutsch: beide Eltern",""
"jmusp2","Sprechkompetenz: deutsch",""
"jmusp3","Schreibkompetenz: deutsch",""
"hi10a","Geschirrspuelmaschine Anschafffung",""
"jmusp4","Sprechkompetenz: Herkunfts-,Elternsprache",""
"jmusp5","Schreibkompetenz: Herkunfts-,Elternsprache",""
"jmusp7","Lesekompetenz: Herkunfts-,Elternsprache",""
"jkh01","Ort der Kindheit",""
"jkh02","Gleicher Wohnort seit Kindheit",""
"hi11a","Waschmaschine Anschafffung",""
"hi11b","Waschmaschine Anschaffung Kosten",""
"hi19","Waeschetrockner im HH",""
"peink1","Regelung mit Ehe-,Partner im Umgang mit Einkommen","T0301010300000000"
"psta1a","Deutsche Staatsangehoerigkeit","T1001010200000000"
"hi06","Stereoanlage im HH",""
"hi06a","Stereoanlage Anschafffung",""
"hi06b","Stereoanlage Anschaffung Kosten",""
"hi03","Fernseher im Haushalt",""
"hi03a","Fernseher Anschaffung",""
"hi03b","Fernseher Anschaffung Kosten",""
"hi05","DVD-Player im HH",""
"hi05a","DVD-Player Anschafffung",""
"hi05b","DVD-Player Anschaffung Kosten",""
"hi16","DVD-Recorder im HH",""
"hi16a","DVD-Recorder Anschafffung",""
"hi16b","DVD-Recorder Anschaffung Kosten",""
"hi07","PC/Laptop im HH",""
"hi07a","PC/Laptop Anschafffung",""
"hi07b","PC/Laptop Anschaffung Kosten",""
"hi17","Breitband-Internet im HH",""
"hi17a","Breitband-Internet Anschafffung",""
"hi17b","Breitband-Internet Anschaffung Kosten",""
"hi08","Langsames Internet im HH",""
"hi08a","Langsames Internet Anschafffung",""
"hi08b","Langsames Internet Anschaffung Kosten",""
"hi12","Telefon(Festnetz) im HH",""
"jm03bnr","Geburtsland Mutter","T1001010200000000"
"jv04","Vater deutscher Staatsbuerger",""
"jm04","Mutter deutsche Staatsbuergerin",""
"jv05","Schulabschluss Vater",""
"jm05","Schulabschluss Mutter",""
"jv06","Vater: berufl. Ausb., Studium abgeschl.",""
"jm06","Mutter: berufl. Ausb., Studium abgeschl.",""
"hi14b","Faxgeraet Anschaffung Kosten",""
"jm08","Mutter: Art Arbeiterin",""
"hi15a","ISDN-Anschluss Anschafffung",""
"jm09","Mutter: Art Angestellte",""
"jv10","Vater: Art Beamter",""
"hi20a","Ferienhaus/-wohnung Anschafffung",""
"hi20b","Ferienhaus/-wohnung Anschaffung Kosten",""
"haus01a","Ausgaben lebensmittel",""
"haus01b","Ausgaben lebensmittel monatlich",""
"jm12","Mutter: nicht erwerbstaetig",""
"jv13","Vater: Religion, Konfession",""
"jm13","Mutter: Religion, Konfession",""
"jpart","Gluecklichsein in welcher Lebensform?",""
"jkind","Gluecklichsein nur mit Kindern?",""
"jerf01","Erfolg durch: Fleiss",""
"haus03a","Ausgaben Bekleidung/Schuhe",""
"haus03b","Ausgaben Bekleidung/Schuhe monatlich",""
"jerf04","Erfolg durch: familiaere Herkunft",""
"jerf05","Erfolg durch: Fachkenntnisse",""
"jerf06","Erfolg durch: Geld",""
"jerf07","Erfolg durch: Schulabschluss",""
"haus04c","Ausgaben Koerperpflege/Kosmetik/Friseur jaehrlich",""
"haus04ka","Ausgaben Koerperpflege/Kosmetik/Friseur k.A.",""
"haus05a","Ausgaben Gesundheit",""
"haus05b","Ausgaben Gesundheit monatlich",""
"haus05c","Ausgaben Gesundheit jaehrlich",""
"haus05ka","Ausgaben Gesundheit k.A.",""
"haus06a","Ausgaben Telekommunikation",""
"haus06c","Ausgaben Telekommunikation jaehrlich",""
"haus06ka","Ausgaben Telekommunikation k.A.",""
"haus07a","Ausgaben Bildung/Weiterbildung",""
"haus07b","Ausgaben Bildung/Weiterbildung monatlich",""
"haus07c","Ausgaben Bildung/Weiterbildung jaehrlich",""
"haus07ka","Ausgaben Bildung/Weiterbildung k.A.",""
"haus08a","Ausgaben Kultur",""
"haus08b","Ausgaben Kultur monatlich",""
"haus08c","Ausgaben Kultur jaehrlich",""
"haus08ka","Ausgaben Kultur k.A.",""
"haus09a","Ausgaben Freizeit, Hobbies, Sport, Garten, Tiere",""
"haus09b","Ausgaben Freizeit, Hobbies, Sport, Garten, Tiere monatlich",""
"jzu15","Heute Spass, nicht an morgen denken",""
"jego01","Persoenliche Eigenschaften: gruendlich Arbeiten",""
"jego02","Persoenliche Eigenschaften: kommunikativ",""
"jego03","Persoenliche Eigenschaften: grob zu anderen",""
"haus10c","Ausgaben Urlaub jaehrlich",""
"jego05","Persoenliche Eigenschaften: oft Sorgen machen",""
"jego06","Persoenliche Eigenschaften: kann verzeihen",""
"jego07","Persoenliche Eigenschaften: faul sein",""
"jego08","Persoenliche Eigenschaften: gesellig sein",""
"haus11ka","Ausgaben lebens-/Rentenversicherung k.A.",""
"jego10","Persoenliche Eigenschaften: nervoes sein",""
"jego11","Persoenliche Eigenschaften: Aufgaben effizient erledigen",""
"haus12c","Ausgaben andere Versicherungen jaehrlich",""
"haus12ka","Ausgaben andere Versicherungen k.A.",""
"haus13a","Ausgaben Kraftfahrzeugreparaturen",""
"haus13b","Ausgaben Kraftfahrzeugreparaturen monatlich",""
"haus13c","Ausgaben Kraftfahrzeugreparaturen jaehrlich",""
"haus13ka","Ausgaben Kraftfahrzeugreparaturen k.A.",""
"haus14a","Ausgaben Verkehrsmittel",""
"haus14b","Ausgaben Verkehrsmittel monatlich",""
"haus14c","Ausgaben Verkehrsmittel jaehrlich",""
"jgef4","Haeufigkeit traurig letzte 4 Wochen","T0704010000000000"
"j7tag","Bezahlte Arbeit ausgeuebt (diese Woche)",""
"jnerw10","Aktiv nach Stelle gesucht (diesen Monat)","T0207010000000000"
"jalo","Arbeitslos gemeldet","T0202010000000000"
"jpol1","Interesse fuer Politik","T0801010000000000"
"janw","Weitere anwesende Personen",""
"haus16b","Ausgaben Sonstige Ausgaben monatlich",""
"haus16c","Ausgaben Sonstige Ausgaben jaehrlich",""
"haus16ka","Ausgaben Sonstige Ausgaben k.A.",""
"lab06","Fachhochschule, Berufsakademie",""
"lab06j","Fachhochschule, Berufsakademie Jahr",""
"lab07","Universitaet, Hochschule",""
"hein9","Schulbetreuung ganztags","T0704010000000000"
"hein8","Schulgeld Betrag","T0305020000000000"
"hein81","Schulbesuch kostenlos","T0305020000000000"
"heins","Traeger der Schule","T0610020100000000"
"hnac1","Kind hat Nachhilfe erhalten","T0610020100000000"
"hakt25","Unter 6. Keine Aktivitaeten aush. KiTa","T0704010000000000"
"hakt22","Unter 6. aush. KiTa, Kiturnen,Sport,Schwimmen","T0704010000000000"
"hakt21","Unter 6., TNZ, Kind nicht der Kita","T0704010000000000"
"e3pnr","Laufende Personennummer des Kindes","T1101000000000000"
"lki10b","Partnerschaft funktioniert nicht","T0406000000000000"
"pfam22b","Inanspruchnahme Finanzielle Unterstuetzung von Kinderbetreuung","T0204030000000000"
"paum3","Umfang freie Wahl: taegl. Arbeitsstunden","T0204010300000000"
"pfam30a","Angebot Beratungs- und Informationsangebote","T0204030000000000"
"lfam05b","Kind unter 3 J. leidet wenn Mutter arbeitet","T0406000000000000"
"ppleb1d","Mit Partner zusammen gewohnt Ex 3","T0402020200000000"
"ppleb2b","Wann zusammen gezogen Jahr Ex 1","T0402020200000000"
"pehe1c","Verheiratet Ex 2","T0402020100000000"
"pego12","Ich bin jemand, der zurueckhaltend ist","T0803000000000000"
"pfam23b","Inanspruchnahme Hilfe bei der Kinderbetreuung","T0204030000000000"
"lfam06b","Männer an Hausarbeit beteiligen","T0406000000000000"
"lm03a","Mutter in Deutschland geboren","T1001010000000000"
"lm14","Mutter erwerbstaetig, wenn Befrper bis 6 Jahre alt","T0201000000000000"
"lkal10","Jahre  Erziehungsurlaub / Elternzeit","T0201040000000000"
"l1sst3","Sonst. Selbstaendige","T0203030100000000"
"l1ka","Gesamt k.A. 1. Stelle","T0203030100000000"
"loed","Letzte Taetigkeit: oeffentlicher Dienst","T0203020300000000"
"lfreino","Nein, keinen freiwilligen Dienst","T0202020800000000"
"lfreika","Gesamt k.A. fw Dienste","T0202020800000000"
"ppleb2d","Wann zusammen gezogen Jahr Ex 3","T0402020200000000"
"ppleb3c","Wann auseinandergezogen Jahr Ex 2","T0402021100000000"
"ppleb3d","Wann auseinandergezogen Jahr Ex 3","T0402021100000000"
"ppleb4b","Nicht auseinander gezogen Ex 1","T0402021100000000"
"pehe1d","Verheiratet Ex 3","T0402020100000000"
"pehe2b","Eheschliessung Jahr Ex 1","T0402020100000000"
"pehe3d","Scheidung Ex 3","T0402020300000000"
"ppleb3b","Wann auseinandergezogen Jahr Ex 1","T0402021100000000"
"ppleb4c","Nicht auseinander gezogen Ex 2","T0402021100000000"
"ppleb4d","Nicht auseinander gezogen Ex 3","T0402021100000000"
"pehe2c","Eheschliessung Jahr Ex 2","T0402020100000000"
"pehe3b","Scheidung Ex 1","T0402020300000000"
"pehe4c","Scheidung Jahr Ex 2","T0402020300000000"
"lfam02","Familienbild Eltern,Kinder sollten sich gegenseitig unterstuetzen","T0800000000000000"
"lfam04","Familienbild Frauen sollen sich eher um Familie als Karriere kuemmern","T0800000000000000"
"lfam05","Familienbild Kind <3 leidet, wenn Mutter arbeitet","T0800000000000000"
"lfam06","Familienbild Maennerbeteiligung am Haushalt","T0800000000000000"
"lfam12","Familienbild Berufstaetige Mutter gibt genauso viel emotionale Waerme","T0800000000000000"
"lksex1","Geschlecht Kind 1","T0102000000000000"
"lksex3","Geschlecht Kind 3","T0102000000000000"
"lksex6","Geschlecht Kind 6","T0102000000000000"
"hintnr","Interviewnummer","T1101000000000000"
"lki05","Keine weiteren Kinder wg. Persoenliche Freiheit","T0406000000000000"
"lj01","Zeitpunkt 15 Jahre alt","T0201040000000000"
"lfrei2","Freiwilliger Wehrdienst","T0202020800000000"
"lfrei2mo","Freiwilligen Wehrdienst geleistet Dauer","T0202020800000000"
"lwehr2","Form: Wehr- o. Zivildienst","T0202020800000000"
"punt102","Von nicht Verwandten Betrag",""
"punt103","Nicht Verwandte leben in Deutschland",""
"punt104","Nicht Verwandte leben im Ausland",""
"preg","Arbeitszeitregelung",""
"lkgeb3","Geburtsjahr Kind 3","T0101000000000000"
"lhei7","Verheiratet bei Geburt Kind 7","T0406040200000000"
"lhei8","Verheiratet bei Geburt Kind 8","T0406040200000000"
"lhei9","Verheiratet bei Geburt Kind 9","T0406040200000000"
"lleb1","Zusammengelebt bei Geburt Kind 1","T0406040100000000"
"lleb2","Zusammengelebt bei Geburt Kind 2","T0406040100000000"
"lleb4","Zusammengelebt bei Geburt Kind 4","T0406040100000000"
"lleb6","Zusammengelebt bei Geburt Kind 6","T0406040100000000"
"lki02","Keine weiteren Kinder wg. Genug Kinder","T0406000000000000"
"lki03","Keine weiteren Kinder wg. Kein Partner","T0406000000000000"
"lki04","Keine weiteren Kinder wg. Berufliche Ziele","T0406000000000000"
"lleist","Eltern kuemmerten sich um Leistg","T0704030000000000"
"lj08","Zeitpunkt 50 Jahre alt","T0201040000000000"
"lkal2","Jahre  Lehre, Berufsausb., Fortb., Umschulung","T0201040000000000"
"j7tag","Bezahlte Arbeit ausgeuebt (diese Woche)",""
"lkal7","Jahre  Hausfrau, -mann","T0201040000000000"
"jalo","Arbeitslos gemeldet","T0202010000000000"
"janw","Weitere anwesende Personen",""
"jaus01","Berufl. Ausbildung, Praktikum, Lehrgang",""
"l1sst2","Freier Beruf, selbst. Akademiker","T0203030100000000"
"jaus02a","Berufsschuljahr reg. beendet",""
"jaus03","Berufl. Eingliederungslehrgang",""
"jaus03a","Berufl. Eingliederungslehrgang regulaer beendet",""
"jaus04","Berufsausbildung, Lehre",""
"jaus04a","Berufsausbildung, Lehre regulaer beendet",""
"jaus05","Berufsfachschule",""
"jaus06","Praktikum, Volontariat",""
"jaus06a","Praktikum, Volontariat regulaer beendet",""
"psta3nr","Alte Staatsangehoerigkeit","T1001010200000000"
"lfrei1mo","Bundesfreiwilligendienst geleistet Dauer","T0202020800000000"
"lberka","Gesamt k.A. ber. Stell","T0203030100000000"
"lfsj","Freiwilliges soziales Jahr","T0202020800000000"
"lfrei1","Bundesfreiwilligendienst","T0202020800000000"
"lkmo10","Geburtsmonat Kind 10","T0101000000000000"
"jber13","Interessante Taetigkeit wichtig",""
"jber14","Selbstaendiges Arbeiten wichtig",""
"jber15","Kontakt wichtig",""
"jber16","Fuer Gesellschaft wichtig",""
"jber17","Arbeitsbedingungen  wichtig",""
"jber18","Zeit fuer Familie wichtig",""
"jber19","Anderen Helfen wichtig",""
"jbez1m","Reden mit Mutter ueber eigene Erlebnisse",""
"jbez1v","Reden mit Vater ueber eigene Erlebnisse",""
"jbez2m","Mutter spricht Probleme an",""
"jbez2v","Vater spricht Probleme an",""
"jbez3m","Mutter fragt nach Meinung vor Entscheidungen",""
"jbez3v","Vater fragt nach Meinung vor Entscheidungen",""
"jbez6v","Vater zeigt Vertrauen",""
"jbez7m","Mutter fragt nach Meinung zu Familienangeleg.",""
"pber1a","Prioritaet Berufswahl: Einkommen","T0203000000000000"
"jbez8m","Mutter begruendet Entscheidungen",""
"pber3a","Prioritaet Berufswahl: Anerkennung","T0203000000000000"
"pber4a","Prioritaet Berufswahl: Kontakt zu anderen","T0203000000000000"
"pber5a","Prioritaet Berufswahl: Vereinbarkeit mit Familie","T0203000000000000"
"pber1b","Prioritaet Berufswahl: Einkommen","T0203000000000000"
"pber3b","Prioritaet Berufswahl: Anerkennung","T0203000000000000"
"lab01","Berufsausb. in Dtschl.",""
"lab02","Lehre, Facharbeiterabschluss",""
"lab02j","Lehre, Facharbeiterabschluss Jahr",""
"lab03","Berufsfachsch., Handelss, Gesundh.",""
"lab03j","Berufsfachsch., Handelss, Gesundh. Jahr",""
"lab04","Fachschule",""
"lab04j","Fachschule Jahr",""
"lab05","Beamtenausbildung",""
"lab05j","Beamtenausbildung Jahr",""
"lab07j","Universitaet, Hochschule Jahr",""
"lab40","Promotion",""
"lab40j","Promotion Jahr",""
"lab08","Sonstiger Ausbildungsabschluss",""
"lab08j","Sonstiger Ausbildungsabschluss Jahr",""
"lab08ka","Gesamt k.A. Ausbildungsabschluss",""
"lab10","Ausbildung ausserhalb Dtschlds.",""
"lab11","Art der Ausbildung: im Betrieb angelernt",""
"lab12","Art der Ausbildung: laengere Ausbildung",""
"lab13","Art der Ausbildung: berufsbildende Schule",""
"lab14","Art der Ausbildung: Hochschule",""
"lab15","Art der Ausbildung: sonstiges",""
"lab15ka","Art der Ausbildung: k.A.",""
"lab16","Jahr des Ausb.abschlusses",""
"lab17","Zeugnis Ausbildung",""
"lab18","Anerkennung Abschluss",""
"lab19","Berufl. Abschluss angestrebt",""
"lab20","Abschluss einer Lehre",""
"lab21","Berufsfachschule",""
"lab22","Fachschule, Meister-, Technikerschule",""
"lab23","Beamtenausbildung",""
"lab24","Anerkannte Berufsakademie",""
"lab25","Fachhochschule",""
"lab26","Universitaet",""
"lab26ka","Gesamt k.A. angestr. Abschluss",""
"l2wohn1","Zweitwohnung",""
"l2wohn2","West-, Ostdeutschland, Ausland?",""
"l2wohn3","Wohnungsnutzung",""
